hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence,age,role,nind
35511,210,2,2,6,2,2,4,1,90,1,2
35511,210,2,2,6,1,2,4,1,89,2,2
35512,210,0,2,6,2,2,4,1,75,1,2
35512,210,0,2,6,1,2,4,1,67,2,2
35513,210,0,2,6,1,2,4,1,82,1,2
35513,210,0,2,6,2,2,4,1,67,2,2
35514,210,2,2,6,1,2,4,1,82,1,2
35514,210,2,2,6,2,2,4,1,78,2,2
35515,210,2,2,6,2,2,4,1,85,1,2
35515,210,2,2,6,1,2,4,1,72,2,2
35516,210,2,2,6,2,2,4,1,92,1,2
35516,210,2,2,6,1,2,4,1,79,2,2
35517,210,1,2,6,2,2,4,1,82,1,2
35517,210,1,2,6,1,2,4,1,74,2,2
35518,210,2,2,6,1,2,4,1,81,1,2
35518,210,2,2,6,2,2,4,1,78,2,2
35519,210,2,2,6,2,3,4,1,78,1,2
35519,210,2,2,6,1,2,4,1,68,2,2
35520,210,2,2,6,1,2,4,1,81,1,2
35520,210,2,2,6,2,3,4,1,70,2,2
35521,30,1,2,6,2,3,4,1,89,1,2
35521,30,1,2,6,1,2,4,1,86,2,2
35522,210,1,2,6,2,3,4,1,78,1,2
35522,210,1,2,6,1,2,4,1,70,2,2
35523,210,0,2,6,2,3,4,1,82,1,2
35523,210,0,2,6,1,2,4,1,65,2,2
35524,210,0,2,6,1,2,4,1,77,1,2
35524,210,0,2,6,2,3,4,1,75,2,2
35525,210,2,2,6,2,3,4,1,91,1,2
35525,210,2,2,6,1,2,4,1,76,2,2
35526,210,2,2,6,1,2,4,1,80,1,2
35526,210,2,2,6,2,3,4,1,68,2,2
35527,210,2,2,6,2,2,4,1,70,1,2
35527,210,2,2,6,1,2,4,1,66,2,2
35528,210,2,2,6,2,2,4,1,67,1,2
35528,210,2,2,5,1,2,4,1,63,2,2
35529,210,2,2,5,2,2,4,1,50,1,2
35529,210,2,2,5,1,2,4,1,46,2,2
35530,210,1,2,5,1,2,4,1,54,1,2
35530,210,1,2,5,2,2,4,1,53,2,2
35531,210,1,2,5,2,2,4,1,55,1,2
35531,210,1,2,5,1,2,4,1,46,2,2
35532,210,1,2,5,2,2,1,1,63,1,2
35532,210,1,2,5,1,2,4,1,44,2,2
35533,210,2,2,5,2,2,2,1,62,1,2
35533,210,2,2,5,1,2,4,1,51,2,2
35534,210,0,2,6,2,2,2,1,76,1,2
35534,210,0,2,5,1,2,4,1,55,2,2
35535,210,1,2,6,2,2,2,1,92,1,2
35535,210,1,2,5,1,2,2,1,61,2,2
35536,210,1,2,6,2,2,2,1,72,1,2
35536,210,1,2,5,1,3,2,2,46,2,2
35537,210,1,2,6,2,2,2,1,70,1,2
35537,210,1,2,5,1,3,2,2,58,2,2
35538,210,0,2,6,2,2,2,1,73,1,2
35538,210,0,2,5,1,2,2,2,62,2,2
35539,210,1,2,6,2,2,2,1,85,1,2
35539,210,1,2,5,1,2,2,2,52,2,2
35540,210,1,2,6,2,2,2,1,65,1,2
35540,210,1,2,5,1,2,2,2,61,2,2
35541,210,1,2,6,2,2,2,1,90,1,2
35541,210,1,2,5,1,2,2,2,64,2,2
35542,210,2,2,6,2,2,2,1,79,1,2
35542,210,2,2,5,1,2,2,1,57,2,2
35543,210,1,2,5,1,2,2,1,64,1,2
35543,210,1,2,5,2,2,2,1,53,2,2
35544,210,2,2,5,1,2,2,1,64,1,2
35544,210,2,2,5,2,2,2,1,52,2,2
35545,210,0,2,5,1,2,2,1,60,1,2
35545,210,0,2,5,2,2,2,1,44,2,2
35546,210,1,2,5,2,2,2,1,57,1,2
35546,210,1,2,5,1,2,2,1,45,2,2
35547,30,1,2,5,1,2,2,1,46,1,2
35547,30,1,2,5,2,2,2,1,44,2,2
35548,210,1,2,5,1,2,2,1,58,1,2
35548,210,1,2,5,2,2,2,1,49,2,2
35549,210,1,2,5,1,2,2,1,49,1,2
35549,210,1,2,5,2,2,2,1,47,2,2
35550,210,1,2,5,1,2,2,1,52,1,2
35550,210,1,2,5,1,2,2,1,51,2,2
35551,210,2,2,5,2,2,2,1,63,1,2
35551,210,2,2,5,1,2,2,1,44,2,2
35552,210,2,2,5,1,2,2,1,48,1,2
35552,210,2,2,5,2,2,2,1,45,2,2
35553,210,1,2,5,1,2,2,1,50,1,2
35553,210,1,2,5,2,2,2,1,47,2,2
35554,210,2,2,5,1,2,2,1,58,1,2
35554,210,2,2,5,2,2,2,1,58,2,2
35555,210,1,2,5,1,2,2,1,55,1,2
35555,210,1,2,5,2,2,2,1,51,2,2
35556,210,0,2,5,1,2,2,1,63,1,2
35556,210,0,2,5,2,2,2,1,49,2,2
35557,210,0,2,5,1,2,2,1,60,1,2
35557,210,0,2,5,2,2,2,1,55,2,2
35558,210,0,2,5,2,2,2,1,64,1,2
35558,210,0,2,5,1,2,1,1,59,2,2
35559,210,0,2,5,1,2,1,1,63,1,2
35559,210,0,2,5,2,2,2,1,49,2,2
35560,210,1,2,5,2,2,2,1,62,1,2
35560,210,1,2,5,1,2,1,1,58,2,2
35561,210,1,2,5,2,2,2,1,52,1,2
35561,210,1,2,5,1,2,1,1,45,2,2
35562,210,1,2,5,1,2,1,2,64,1,2
35562,210,1,2,5,2,2,2,1,46,2,2
35563,210,1,2,5,2,2,1,1,52,1,2
35563,210,1,2,5,1,2,1,1,44,2,2
35564,210,1,2,5,2,2,1,1,59,1,2
35564,210,1,2,5,1,2,1,1,55,2,2
35565,210,0,2,5,1,2,1,1,49,1,2
35565,210,0,2,5,2,2,1,1,47,2,2
35566,210,0,2,5,2,2,1,1,63,1,2
35566,210,0,2,5,1,2,1,1,58,2,2
35567,210,0,2,5,1,2,1,1,54,1,2
35567,210,0,2,5,2,1,1,1,47,2,2
35568,210,1,2,5,2,1,1,1,51,1,2
35568,210,1,2,5,1,2,1,1,49,2,2
35569,210,2,2,5,1,2,1,1,61,1,2
35569,210,2,2,5,2,1,1,1,56,2,2
35570,210,1,2,5,2,1,1,1,58,1,2
35570,210,1,2,5,1,2,1,1,52,2,2
35571,210,1,2,5,2,1,1,1,54,1,2
35571,210,1,2,5,1,2,1,1,44,2,2
35572,210,1,2,5,1,2,1,1,56,1,2
35572,210,1,2,5,2,1,1,1,48,2,2
35573,210,1,2,5,2,1,1,1,47,1,2
35573,210,1,2,5,1,2,1,1,44,2,2
35574,210,2,2,5,2,1,1,1,51,1,2
35574,210,2,2,5,1,2,1,2,44,2,2
35575,210,0,2,5,1,2,1,2,50,1,2
35575,210,0,2,5,2,1,1,1,45,2,2
35576,210,0,2,5,1,2,1,2,64,1,2
35576,210,0,2,5,2,1,1,2,57,2,2
35577,210,1,2,5,1,2,1,2,45,1,2
35577,210,1,2,5,2,1,1,2,44,2,2
35578,210,1,2,5,2,1,1,2,49,1,2
35578,210,1,2,5,1,2,1,2,45,2,2
35579,210,0,2,5,1,1,1,2,63,1,2
35579,210,0,2,5,2,1,1,2,53,2,2
35580,210,0,2,5,1,1,1,1,53,1,2
35580,210,0,2,5,2,1,1,1,50,2,2
35581,210,1,2,5,2,1,1,1,59,1,2
35581,210,1,2,5,1,1,1,1,44,2,2
35582,210,1,2,5,1,1,1,1,60,1,2
35582,210,1,2,5,2,1,1,1,50,2,2
35583,210,2,2,5,2,2,1,1,64,1,2
35583,210,2,2,5,1,1,1,1,52,2,2
35584,210,2,2,5,2,2,1,1,59,1,2
35584,210,2,2,5,1,1,2,1,46,2,2
35585,210,2,2,5,1,1,1,1,61,1,2
35585,210,2,2,5,2,2,1,1,54,2,2
35586,210,2,2,5,1,1,1,1,58,1,2
35586,210,2,2,5,2,2,1,1,53,2,2
35587,210,0,2,5,1,1,1,1,54,1,2
35587,210,0,2,5,2,2,1,1,52,2,2
35588,210,1,2,5,1,1,1,1,57,1,2
35588,210,1,2,5,2,2,1,1,49,2,2
35589,210,2,2,5,1,1,2,1,61,1,2
35589,210,2,2,5,2,3,1,1,48,2,2
35590,210,1,2,5,2,3,1,1,54,1,2
35590,210,1,2,5,1,1,2,1,46,2,2
35591,210,1,2,5,2,3,1,1,53,1,2
35591,210,1,2,5,1,1,1,1,44,2,2
35592,210,1,2,5,2,2,1,1,63,1,2
35592,210,1,2,5,1,1,1,1,52,2,2
35593,210,1,2,5,1,1,1,1,51,1,2
35593,210,1,2,5,2,2,1,1,44,2,2
35594,210,1,2,5,2,3,1,1,53,1,2
35594,210,1,2,5,1,1,1,1,50,2,2
35595,30,0,2,5,1,1,1,1,53,1,2
35595,30,0,2,5,2,3,1,1,51,2,2
35596,210,0,2,5,1,1,1,1,62,1,2
35596,210,0,2,5,2,3,1,1,62,2,2
35597,210,0,2,5,1,1,1,1,60,1,2
35597,210,0,2,5,2,3,1,1,51,2,2
35598,210,1,2,5,1,1,1,1,64,1,2
35598,210,1,2,5,2,3,1,1,62,2,2
35599,210,1,2,5,1,1,1,2,55,1,2
35599,210,1,2,5,2,3,1,1,45,2,2
35600,210,2,2,6,1,1,1,2,77,1,2
35600,210,2,2,5,2,3,1,1,63,2,2
35601,210,2,2,6,1,2,1,2,80,1,2
35601,210,2,2,6,2,3,1,1,70,2,2
35602,210,1,2,6,2,3,1,1,84,1,2
35602,210,1,2,6,1,2,1,2,83,2,2
35603,210,0,2,6,1,2,1,2,90,1,2
35603,210,0,2,6,2,3,1,1,76,2,2
35604,210,0,2,6,1,2,1,2,84,1,2
35604,210,0,2,6,2,3,1,1,77,2,2
35605,210,1,2,6,1,2,1,2,92,1,2
35605,210,1,2,6,2,3,4,1,81,2,2
35606,210,1,2,6,2,3,4,1,85,1,2
35606,210,1,2,6,1,2,1,2,73,2,2
35607,210,1,2,6,2,3,4,1,70,1,2
35607,210,1,2,6,1,2,1,2,67,2,2
35608,210,1,2,6,1,2,1,1,86,1,2
35608,210,1,2,6,2,3,4,1,82,2,2
35609,210,2,2,6,2,3,4,1,80,1,2
35609,210,2,2,6,1,2,1,2,78,2,2
35610,210,0,2,6,2,3,4,1,75,1,2
35610,210,0,2,6,1,2,1,2,65,2,2
35611,210,1,2,6,1,2,1,2,68,1,2
35611,210,1,2,6,2,3,4,1,65,2,2
35612,210,0,2,6,1,2,1,2,76,1,2
35612,210,0,2,6,2,3,4,1,66,2,2
35613,210,1,2,6,2,3,4,1,92,1,2
35613,210,1,2,6,1,2,1,2,89,2,2
35614,210,1,2,6,2,3,4,1,78,1,2
35614,210,1,2,6,1,2,4,2,65,2,2
35615,210,1,2,6,1,2,4,2,89,1,2
35615,210,1,2,6,2,2,4,1,78,2,2
35616,210,1,2,6,1,2,4,2,81,1,2
35616,210,1,2,5,2,2,4,1,46,2,2
35617,210,1,2,6,1,2,4,1,78,1,2
35617,210,1,2,5,2,2,4,1,58,2,2
35618,210,2,2,5,2,2,4,1,54,1,2
35618,210,2,2,5,1,2,4,1,47,2,2
35619,210,2,2,5,1,2,2,1,64,1,2
35619,210,2,2,5,2,2,4,1,53,2,2
35620,210,2,2,5,2,2,4,1,57,1,2
35620,210,2,2,5,1,2,2,1,44,2,2
35621,210,1,2,5,2,2,4,1,62,1,2
35621,210,1,2,5,1,2,2,1,51,2,2
35622,210,1,2,5,2,2,4,1,63,1,2
35622,210,1,2,5,1,2,1,1,53,2,2
35623,210,1,2,5,1,2,1,1,61,1,2
35623,210,1,2,5,2,2,4,1,52,2,2
35624,210,2,2,5,1,2,1,1,63,1,2
35624,210,2,2,5,2,2,4,1,52,2,2
35625,210,2,2,5,1,2,1,1,48,1,2
35625,210,2,2,5,2,2,1,1,48,2,2
35626,210,2,2,5,2,2,1,1,62,1,2
35626,210,2,2,5,1,2,1,1,46,2,2
35627,210,1,2,5,1,2,1,1,57,1,2
35627,210,1,2,5,2,2,1,1,45,2,2
35628,210,1,2,5,1,2,1,1,56,1,2
35628,210,1,2,5,2,2,1,1,53,2,2
35629,210,1,2,5,1,2,1,1,59,1,2
35629,210,1,2,5,2,2,1,1,47,2,2
35630,210,0,2,5,2,2,1,1,64,1,2
35630,210,0,2,5,1,4,1,1,56,2,2
35631,210,1,2,5,2,2,2,1,49,1,2
35631,210,1,2,5,1,4,1,1,44,2,2
35632,210,2,2,5,1,4,1,1,64,1,2
35632,210,2,2,5,2,2,4,1,56,2,2
35633,210,2,2,5,2,2,4,1,62,1,2
35633,210,2,2,5,1,4,1,1,46,2,2
35634,210,0,2,5,1,4,1,1,58,1,2
35634,210,0,2,5,2,4,4,1,52,2,2
35635,210,0,2,5,2,4,4,1,55,1,2
35635,210,0,2,5,1,4,1,2,48,2,2
35636,210,1,2,5,2,4,1,1,63,1,2
35636,210,1,2,5,1,4,1,1,61,2,2
35637,210,2,2,5,2,4,1,2,54,1,2
35637,210,2,2,5,1,4,1,1,47,2,2
35638,210,2,2,5,2,2,1,2,50,1,2
35638,210,2,2,5,1,4,1,1,45,2,2
35639,210,2,2,5,2,2,1,2,51,1,2
35639,210,2,2,5,1,4,1,1,44,2,2
35640,210,2,2,5,1,4,1,1,50,1,2
35640,210,2,2,5,2,2,1,2,47,2,2
35641,210,2,2,5,1,4,1,1,62,1,2
35641,210,2,2,5,2,2,1,2,56,2,2
35642,210,0,2,5,1,4,1,2,60,1,2
35642,210,0,2,5,2,2,1,2,46,2,2
35643,210,0,2,5,2,2,1,2,63,1,2
35643,210,0,2,5,1,4,1,2,53,2,2
35644,210,2,2,5,1,4,1,2,52,1,2
35644,210,2,2,5,2,2,1,1,49,2,2
35645,210,2,2,5,2,2,1,1,46,1,2
35645,210,2,2,5,1,4,1,2,45,2,2
35646,210,1,2,5,1,4,1,2,48,1,2
35646,210,1,2,5,2,2,1,1,46,2,2
35647,210,2,2,5,1,4,1,2,46,1,2
35647,210,2,2,5,2,2,1,1,44,2,2
35648,210,1,2,5,1,4,1,2,55,1,2
35648,210,1,2,5,2,2,1,1,53,2,2
35649,210,2,2,5,2,2,1,1,47,1,2
35649,210,2,2,5,1,4,1,2,44,2,2
35650,210,2,2,5,2,2,1,1,63,1,2
35650,210,2,2,5,1,2,1,2,49,2,2
35651,210,2,2,5,2,2,1,1,56,1,2
35651,210,2,2,5,1,2,1,2,53,2,2
35652,210,0,2,5,2,2,1,1,56,1,2
35652,210,0,2,5,1,2,1,2,49,2,2
35653,210,0,2,5,2,2,1,1,58,1,2
35653,210,0,2,5,1,2,1,2,44,2,2
35654,210,1,2,5,2,2,1,1,57,1,2
35654,210,1,2,5,1,2,1,2,47,2,2
35655,30,2,2,5,1,2,1,2,51,1,2
35655,30,2,2,5,2,2,1,1,44,2,2
35656,210,1,2,5,1,2,1,2,50,1,2
35656,210,1,2,5,2,2,1,1,48,2,2
35657,210,1,2,5,2,2,1,1,64,1,2
35657,210,1,2,5,1,2,1,2,56,2,2
35658,30,1,2,5,2,2,1,1,56,1,2
35658,30,1,2,5,1,2,1,2,47,2,2
35659,210,1,2,5,2,2,1,1,53,1,2
35659,210,1,2,5,1,2,1,2,47,2,2
35660,210,2,2,5,1,2,1,2,60,1,2
35660,210,2,2,5,2,2,1,1,60,2,2
35661,210,2,2,5,2,2,1,1,53,1,2
35661,210,2,2,5,1,2,1,2,51,2,2
35662,210,2,2,5,2,2,1,1,61,1,2
35662,210,2,2,5,1,2,1,2,47,2,2
35663,210,1,2,5,2,2,1,1,59,1,2
35663,210,1,2,5,1,2,1,2,44,2,2
35664,210,1,2,5,1,2,1,2,53,1,2
35664,210,1,2,5,2,2,1,1,48,2,2
35665,210,1,2,5,2,2,1,1,51,1,2
35665,210,1,2,5,1,2,1,2,46,2,2
35666,210,1,2,5,1,2,1,2,59,1,2
35666,210,1,2,5,2,2,1,1,58,2,2
35667,210,1,2,5,1,2,1,2,60,1,2
35667,210,1,2,5,2,2,1,1,54,2,2
35668,210,1,2,5,1,2,1,2,59,1,2
35668,210,1,2,4,2,2,1,1,34,2,2
35669,210,2,2,5,1,2,1,2,64,1,2
35669,210,2,2,4,2,1,1,1,43,2,2
35670,230,2,2,5,1,2,1,2,52,1,2
35670,230,2,2,4,2,1,1,1,25,2,2
35671,230,1,2,5,1,2,1,1,56,1,2
35671,230,1,2,4,2,1,1,1,30,2,2
35672,210,1,2,5,1,2,1,1,58,1,2
35672,210,1,2,4,2,1,1,1,42,2,2
35673,210,2,2,5,1,2,1,1,59,1,2
35673,210,2,2,4,2,1,1,1,38,2,2
35674,230,2,2,5,1,2,2,1,59,1,2
35674,230,2,2,4,2,1,1,1,27,2,2
35675,230,2,2,5,1,4,2,1,51,1,2
35675,230,2,2,4,2,1,1,1,42,2,2
35676,230,2,2,5,1,4,2,1,57,1,2
35676,230,2,2,4,2,1,1,1,38,2,2
35677,230,1,2,5,1,4,2,1,56,1,2
35677,230,1,2,3,2,1,1,1,22,2,2
35678,230,1,2,5,2,4,2,1,54,1,2
35678,230,1,2,3,2,1,1,1,22,2,2
35679,230,1,2,5,2,4,2,1,59,1,2
35679,230,1,2,3,2,1,1,1,21,2,2
35680,230,1,2,5,2,4,2,1,48,1,2
35680,230,1,2,3,1,1,1,1,22,2,2
35681,230,1,2,5,2,4,2,1,59,1,2
35681,230,1,2,3,1,1,1,1,23,2,2
35682,210,2,2,5,2,4,2,1,63,1,2
35682,210,2,2,3,1,1,1,1,19,2,2
35683,230,2,2,5,2,4,2,1,44,1,2
35683,230,2,2,3,1,1,1,1,19,2,2
35684,230,2,2,5,2,1,2,1,46,1,2
35684,230,2,2,3,1,1,1,1,21,2,2
35685,230,0,2,5,2,1,2,1,63,1,2
35685,230,0,2,3,1,1,1,1,23,2,2
35686,230,0,2,5,2,1,2,1,64,1,2
35686,230,0,2,3,1,1,1,1,23,2,2
35687,230,2,2,5,2,1,2,1,54,1,2
35687,230,2,2,3,1,1,1,1,19,2,2
35688,230,1,2,5,2,1,2,1,49,1,2
35688,230,1,2,3,1,1,1,1,23,2,2
35689,230,0,2,5,2,1,2,1,49,1,2
35689,230,0,2,3,2,1,1,1,19,2,2
35690,230,0,2,5,2,1,2,1,62,1,2
35690,230,0,2,3,2,1,1,1,19,2,2
35691,230,0,2,5,2,1,2,1,63,1,2
35691,230,0,2,3,2,1,1,1,21,2,2
35692,230,0,2,5,2,1,2,1,46,1,2
35692,230,0,2,3,2,1,1,1,22,2,2
35693,230,0,2,5,2,1,2,1,62,1,2
35693,230,0,2,1,2,1,3,2,5,2,2
35694,230,1,2,5,2,1,2,1,56,1,2
35694,230,1,2,3,2,1,3,2,18,2,2
35695,230,2,2,5,2,1,2,1,52,1,2
35695,230,2,2,3,2,1,3,2,23,2,2
35696,230,2,2,5,2,1,2,1,60,1,2
35696,230,2,2,3,2,1,1,2,23,2,2
35697,230,1,2,5,2,1,2,1,44,1,2
35697,230,1,2,3,2,1,1,2,19,2,2
35698,230,1,2,5,2,1,4,1,48,1,2
35698,230,1,2,3,2,1,1,2,22,2,2
35699,230,1,2,5,2,4,4,1,53,1,2
35699,230,1,2,3,2,1,1,2,20,2,2
35700,230,1,2,5,2,4,4,1,44,1,2
35700,230,1,2,3,2,1,1,2,18,2,2
35701,230,1,2,5,2,4,2,1,56,1,2
35701,230,1,2,3,2,1,1,2,23,2,2
35702,230,2,2,5,2,4,2,1,60,1,2
35702,230,2,2,3,2,1,1,2,19,2,2
35703,230,1,2,5,2,4,2,1,62,1,2
35703,230,1,2,3,2,1,1,2,19,2,2
35704,230,0,2,5,1,4,2,1,49,1,2
35704,230,0,2,3,2,1,1,1,21,2,2
35705,230,1,2,5,1,4,1,1,50,1,2
35705,230,1,2,3,1,1,1,1,18,2,2
35706,230,1,2,4,1,1,1,1,33,1,2
35706,230,1,2,3,1,1,1,1,21,2,2
35707,210,1,2,4,1,1,1,1,32,1,2
35707,210,1,2,3,1,1,1,1,18,2,2
35708,30,0,2,4,1,1,1,1,41,1,2
35708,30,0,2,3,1,1,1,1,20,2,2
35709,210,2,2,4,1,1,1,1,42,1,2
35709,210,2,2,3,1,1,1,1,20,2,2
35710,210,1,2,4,1,1,1,1,41,1,2
35710,210,1,2,3,2,1,1,1,19,2,2
35711,210,1,2,4,1,1,1,1,27,1,2
35711,210,1,2,3,2,1,1,1,21,2,2
35712,30,1,2,4,1,1,1,1,33,1,2
35712,30,1,2,3,2,1,3,1,18,2,2
35713,210,1,2,4,1,1,1,1,43,1,2
35713,210,1,2,3,2,1,1,1,20,2,2
35714,210,1,2,4,1,2,1,1,32,1,2
35714,210,1,2,3,2,1,1,1,22,2,2
35715,210,1,2,4,1,2,1,1,26,1,2
35715,210,1,2,3,2,2,1,1,19,2,2
35716,210,2,2,4,2,2,1,1,39,1,2
35716,210,2,2,4,1,2,1,1,25,2,2
35717,210,1,2,4,2,2,1,1,41,1,2
35717,210,1,2,4,1,2,1,1,40,2,2
35718,210,1,2,4,2,2,1,1,41,1,2
35718,210,1,2,4,1,2,1,1,38,2,2
35719,210,1,2,4,1,2,1,1,37,1,2
35719,210,1,2,4,2,2,1,1,32,2,2
35720,210,1,2,4,1,2,1,1,35,1,2
35720,210,1,2,4,2,2,1,1,24,2,2
35721,210,1,2,4,2,2,1,1,28,1,2
35721,210,1,2,4,1,2,1,1,25,2,2
35722,210,1,2,4,1,2,1,1,32,1,2
35722,210,1,2,4,2,2,1,1,32,2,2
35723,210,1,2,4,1,2,1,1,28,1,2
35723,210,1,2,4,2,2,1,2,28,2,2
35724,210,2,2,4,1,2,1,1,36,1,2
35724,210,2,2,4,2,2,1,1,29,2,2
35725,210,1,2,4,1,2,1,1,42,1,2
35725,210,1,2,4,2,1,1,1,42,2,2
35726,210,1,2,4,2,1,1,1,42,1,2
35726,210,1,2,4,1,2,1,1,39,2,2
35727,210,3,2,4,2,1,1,1,36,1,2
35727,210,3,2,4,1,2,1,1,35,2,2
35728,30,3,2,4,2,1,2,1,42,1,2
35728,30,3,2,4,1,2,1,1,31,2,2
35729,210,0,2,4,2,1,2,1,31,1,2
35729,210,0,2,4,1,2,1,1,30,2,2
35730,210,1,2,4,2,1,2,1,43,1,2
35730,210,1,2,4,1,2,1,1,37,2,2
35731,210,1,2,4,1,2,1,1,33,1,2
35731,210,1,2,4,2,1,2,1,27,2,2
35732,210,1,2,4,1,2,1,1,40,1,2
35732,210,1,2,4,2,1,2,1,38,2,2
35733,210,1,2,4,1,2,1,1,27,1,2
35733,210,1,2,4,2,1,1,1,25,2,2
35734,210,0,2,4,2,1,1,1,27,1,2
35734,210,0,2,4,1,2,1,1,25,2,2
35735,210,1,2,4,2,1,1,1,35,1,2
35735,210,1,2,4,1,2,1,1,24,2,2
35736,210,1,2,4,1,2,1,1,35,1,2
35736,210,1,2,4,2,1,1,1,33,2,2
35737,210,2,2,4,2,1,1,1,39,1,2
35737,210,2,2,4,1,2,1,1,33,2,2
35738,210,2,2,4,2,1,1,1,36,1,2
35738,210,2,2,4,1,2,1,1,33,2,2
35739,210,2,2,4,1,1,1,1,43,1,2
35739,210,2,2,4,2,1,1,1,42,2,2
35740,210,1,2,4,2,1,1,1,31,1,2
35740,210,1,2,4,1,1,1,1,28,2,2
35741,210,1,2,4,2,1,1,1,35,1,2
35741,210,1,2,4,1,1,1,1,31,2,2
35742,30,1,2,4,2,1,1,1,37,1,2
35742,30,1,2,4,2,1,1,1,28,2,2
35743,30,1,2,4,2,1,1,1,43,1,2
35743,30,1,2,4,1,1,1,1,30,2,2
35744,30,0,2,4,1,1,1,1,32,1,2
35744,30,0,2,4,2,1,1,1,27,2,2
35745,210,0,2,4,1,1,1,1,42,1,2
35745,210,0,2,4,2,1,1,1,32,2,2
35746,30,1,2,4,2,1,1,1,43,1,2
35746,30,1,2,4,1,1,1,1,30,2,2
35747,30,2,2,5,2,1,1,1,45,1,2
35747,30,2,2,4,1,1,1,1,31,2,2
35748,30,1,2,5,1,1,1,1,63,1,2
35748,30,1,2,4,1,1,1,1,40,2,2
35749,210,0,2,5,1,2,1,1,51,1,2
35749,210,0,2,4,1,1,1,1,40,2,2
35750,210,2,2,5,1,2,1,1,50,1,2
35750,210,2,2,4,1,1,1,1,24,2,2
35751,210,2,2,5,2,1,1,1,63,1,2
35751,210,2,2,5,1,2,1,1,61,2,2
35752,210,1,2,5,2,1,1,2,61,1,2
35752,210,1,2,5,1,2,1,1,53,2,2
35753,210,1,2,5,1,2,1,1,50,1,2
35753,210,1,2,5,2,1,1,2,45,2,2
35754,210,2,2,5,2,1,1,2,59,1,2
35754,210,2,2,5,1,2,1,1,50,2,2
35755,210,1,2,5,1,2,1,1,62,1,2
35755,210,1,2,5,2,1,1,2,60,2,2
35756,210,1,2,5,1,2,1,1,64,1,2
35756,210,1,2,5,2,1,1,2,52,2,2
35757,210,1,2,5,2,1,1,2,59,1,2
35757,210,1,2,5,1,2,1,1,53,2,2
35758,210,1,2,5,1,2,1,1,59,1,2
35758,210,1,2,5,2,1,1,2,44,2,2
35759,210,1,2,5,1,2,1,1,61,1,2
35759,210,1,2,5,2,1,1,2,61,2,2
35760,210,2,2,5,1,2,1,1,63,1,2
35760,210,2,2,5,2,1,1,2,46,2,2
35761,210,1,2,5,2,1,1,2,51,1,2
35761,210,1,2,5,1,2,1,1,48,2,2
35762,210,1,2,5,1,2,1,1,58,1,2
35762,210,1,2,5,2,1,1,2,46,2,2
35763,210,1,2,5,2,2,1,1,57,1,2
35763,210,1,2,5,1,2,1,1,55,2,2
35764,210,3,2,5,2,2,1,1,55,1,2
35764,210,3,2,5,1,2,1,1,45,2,2
35765,210,2,2,5,1,2,1,1,60,1,2
35765,210,2,2,5,2,2,1,1,58,2,2
35766,210,2,2,5,1,2,1,1,46,1,2
35766,210,2,2,5,2,2,1,1,44,2,2
35767,210,2,2,5,2,2,1,1,57,1,2
35767,210,2,2,5,1,2,1,1,54,2,2
35768,210,1,2,5,2,2,1,1,58,1,2
35768,210,1,2,5,1,2,1,1,52,2,2
35769,210,2,2,6,1,2,1,1,86,1,2
35769,210,2,2,5,2,2,1,1,51,2,2
35770,210,1,2,6,1,2,1,1,74,1,2
35770,210,1,2,5,2,2,1,1,56,2,2
35771,210,0,2,6,1,2,1,1,68,1,2
35771,210,0,2,5,2,2,1,1,56,2,2
35772,210,2,2,6,1,2,1,1,90,1,2
35772,210,2,2,5,2,2,1,1,50,2,2
35773,210,1,2,6,1,2,1,1,74,1,2
35773,210,1,2,5,2,2,1,1,64,2,2
35774,210,1,2,6,2,2,1,1,88,1,2
35774,210,1,2,6,1,2,1,1,86,2,2
35775,210,0,2,6,1,2,1,1,82,1,2
35775,210,0,2,6,2,2,1,1,74,2,2
35776,210,0,2,6,2,2,1,1,75,1,2
35776,210,0,2,6,1,2,1,1,68,2,2
35777,210,1,2,6,2,2,1,1,77,1,2
35777,210,1,2,6,1,2,1,1,71,2,2
35778,210,1,2,6,2,2,1,1,92,1,2
35778,210,1,2,6,1,2,1,1,65,2,2
35779,210,2,2,6,2,2,1,1,70,1,2
35779,210,2,2,6,1,2,1,1,66,2,2
35780,210,2,2,6,2,2,1,1,72,1,2
35780,210,2,2,6,1,2,1,1,69,2,2
35781,210,1,2,6,1,2,1,1,88,1,2
35781,210,1,2,6,2,2,4,1,77,2,2
35782,210,2,2,6,1,2,1,1,74,1,2
35782,210,2,2,5,2,2,4,1,46,2,2
35783,210,2,2,6,1,2,1,1,81,1,2
35783,210,2,2,5,2,2,4,1,44,2,2
35784,210,1,2,6,1,2,4,1,77,1,2
35784,210,1,2,5,2,2,4,1,60,2,2
35785,210,1,2,6,1,2,4,1,65,1,2
35785,210,1,2,5,2,2,4,1,56,2,2
35786,210,3,2,6,1,2,4,1,93,1,2
35786,210,3,2,5,2,2,4,1,45,2,2
35787,210,1,2,6,1,2,4,1,82,1,2
35787,210,1,2,5,2,2,1,1,56,2,2
35788,210,2,2,6,1,2,4,1,81,1,2
35788,210,2,2,5,2,2,1,1,49,2,2
35789,210,1,2,6,1,2,4,1,73,1,2
35789,210,1,2,5,2,2,1,1,48,2,2
