hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence,age,role
34752,210,1,2,6,1,2,4,2,65,2
34753,210,1,2,6,2,2,4,1,84,1
34753,210,1,2,6,1,2,4,2,70,2
34754,210,2,2,6,2,2,4,1,73,1
34754,210,2,2,6,1,2,4,2,68,2
34755,210,1,2,6,2,2,4,1,84,1
34755,210,1,2,6,1,2,4,2,84,2
34756,210,0,2,6,2,2,4,1,73,1
34756,210,0,2,6,1,2,4,2,67,2
34757,210,0,2,6,2,2,4,1,72,1
34757,210,0,2,6,1,2,4,2,72,2
34758,210,1,2,6,2,2,4,1,70,1
34758,210,1,2,6,1,2,4,2,68,2
34759,210,1,2,6,2,2,4,1,84,1
34759,210,1,2,6,1,2,4,1,67,2
34760,210,1,2,6,2,2,4,1,72,1
34760,210,1,2,6,1,2,4,1,68,2
34761,210,2,2,6,2,2,4,1,80,1
34761,210,2,2,6,1,2,4,1,80,2
34762,210,2,2,6,2,2,4,1,66,1
34762,210,2,2,6,1,2,4,1,66,2
34763,210,2,2,6,2,2,4,1,84,1
34763,210,2,2,6,1,2,4,1,80,2
34764,210,1,2,6,2,2,4,1,80,1
34764,210,1,2,6,1,2,4,1,80,2
34765,210,1,2,6,2,2,4,1,78,1
34765,210,1,2,6,1,2,4,1,77,2
34766,210,2,2,6,2,2,4,1,76,1
34766,210,2,2,6,1,2,4,1,71,2
34767,210,1,2,6,2,2,4,1,68,1
34767,210,1,2,6,1,2,4,1,65,2
34768,210,2,2,6,2,2,4,1,70,1
34768,210,2,2,6,1,2,4,1,68,2
34769,210,2,2,6,2,2,4,1,77,1
34769,210,2,2,6,1,2,4,1,73,2
34770,210,2,2,6,2,2,4,1,83,1
34770,210,2,2,6,1,2,4,1,82,2
34771,210,2,2,6,2,2,4,1,79,1
34771,210,2,2,6,1,2,4,1,66,2
34772,210,2,2,6,2,2,4,1,68,1
34772,210,2,2,6,1,2,4,1,65,2
34773,210,1,2,6,2,2,4,1,81,1
34773,210,1,2,6,1,2,4,1,79,2
34774,210,2,2,6,2,2,4,1,78,1
34774,210,2,2,6,1,2,4,1,68,2
34775,210,1,2,6,2,2,4,1,82,1
34775,210,1,2,6,1,2,4,1,65,2
34776,210,2,2,6,2,2,4,1,71,1
34776,210,2,2,6,1,2,4,1,69,2
34777,210,2,2,6,2,2,4,1,71,1
34777,210,2,2,6,1,2,4,1,70,2
34778,210,1,2,6,2,2,4,1,75,1
34778,210,1,2,6,1,2,4,1,73,2
34779,210,1,2,6,2,2,4,1,87,1
34779,210,1,2,6,1,2,4,1,85,2
34780,210,2,2,6,2,2,4,1,97,1
34780,210,2,2,6,1,2,4,1,82,2
34781,210,2,2,6,2,2,4,1,71,1
34781,210,2,2,6,1,2,4,1,70,2
34782,210,2,2,6,2,2,4,1,79,1
34782,210,2,2,6,1,2,4,1,78,2
34783,210,2,2,6,2,2,4,1,67,1
34783,210,2,2,6,1,2,4,1,66,2
34784,210,0,2,6,2,2,4,1,77,1
34784,210,0,2,6,1,2,4,1,75,2
34785,210,2,2,6,2,2,4,1,68,1
34785,210,2,2,6,1,2,4,1,67,2
34786,210,1,2,6,2,2,4,1,81,1
34786,210,1,2,6,1,2,4,1,80,2
34787,210,2,2,6,2,2,4,1,80,1
34787,210,2,2,6,1,2,4,1,69,2
34788,210,2,2,6,2,2,4,1,78,1
34788,210,2,2,6,1,2,4,1,75,2
34789,210,2,2,6,2,2,4,1,83,1
34789,210,2,2,6,1,2,4,1,73,2
34790,210,2,2,6,2,2,4,1,68,1
34790,210,2,2,6,1,2,4,1,65,2
34791,210,2,2,6,2,2,4,1,81,1
34791,210,2,2,6,1,2,4,1,73,2
34792,210,3,2,6,2,2,4,1,86,1
34792,210,3,2,6,1,2,4,1,85,2
34793,210,2,2,6,2,2,4,1,67,1
34793,210,2,2,6,1,2,4,1,65,2
34794,210,2,2,6,2,2,1,1,74,1
34794,210,2,2,6,1,2,4,1,74,2
34795,210,1,2,6,2,2,1,1,67,1
34795,210,1,2,6,1,2,4,1,66,2
34796,210,0,2,6,2,2,1,1,82,1
34796,210,0,2,6,1,2,4,1,81,2
34797,210,1,2,6,2,2,1,1,82,1
34797,210,1,2,6,1,2,4,1,71,2
34798,210,2,2,6,2,2,1,1,74,1
34798,210,2,2,6,1,2,4,1,73,2
34799,210,2,2,6,2,2,1,1,69,1
34799,210,2,2,6,1,2,4,1,66,2
34800,210,1,2,6,2,2,1,1,83,1
34800,210,1,2,6,1,2,4,1,82,2
34801,210,1,2,6,2,2,4,1,71,1
34801,210,1,2,6,1,2,4,1,65,2
34802,210,1,2,6,2,2,4,1,83,1
34802,210,1,2,6,1,2,4,1,69,2
34803,210,1,2,6,2,2,4,1,71,1
34803,210,1,2,6,1,2,4,1,70,2
34804,210,1,2,6,2,2,4,1,75,1
34804,210,1,2,6,1,2,4,1,74,2
34805,210,1,2,6,2,2,4,1,67,1
34805,210,1,2,6,1,2,4,1,65,2
34806,210,1,2,6,2,2,1,1,74,1
34806,210,1,2,6,1,2,4,1,72,2
34807,210,0,2,6,2,2,4,1,69,1
34807,210,0,2,6,1,2,4,1,66,2
34808,210,1,2,6,2,2,4,1,69,1
34808,210,1,2,6,1,2,4,1,68,2
34809,210,1,2,6,2,2,4,1,71,1
34809,210,1,2,6,1,2,4,1,66,2
34810,210,2,2,6,2,2,4,1,65,1
34810,210,2,2,6,1,2,4,1,65,2
34811,210,2,2,6,2,2,4,1,69,1
34811,210,2,2,6,1,2,4,1,68,2
34812,210,2,2,6,2,2,4,1,73,1
34812,210,2,2,6,1,2,4,1,68,2
34813,210,1,2,6,2,2,4,1,73,1
34813,210,1,2,6,1,2,4,1,72,2
34814,210,2,2,6,2,2,4,1,76,1
34814,210,2,2,6,1,2,4,1,74,2
34815,210,2,2,6,2,2,4,1,81,1
34815,210,2,2,6,1,2,4,1,75,2
34816,210,1,2,6,2,2,4,1,67,1
34816,210,1,2,6,1,2,4,1,67,2
34817,210,1,2,6,2,2,4,1,76,1
34817,210,1,2,6,1,2,4,1,70,2
34818,210,1,2,6,2,2,4,1,67,1
34818,210,1,2,6,1,2,4,1,65,2
34819,210,1,2,6,2,2,4,1,75,1
34819,210,1,2,6,1,2,4,1,65,2
34820,210,1,2,6,2,2,4,1,71,1
34820,210,1,2,6,1,2,4,1,65,2
34821,210,1,2,6,2,2,4,1,69,1
34821,210,1,2,6,1,2,4,1,65,2
34822,210,1,2,6,2,2,4,1,84,1
34822,210,1,2,6,1,2,4,1,84,2
34823,210,2,2,6,2,2,4,1,77,1
34823,210,2,2,6,1,2,4,1,75,2
34824,210,2,2,6,2,2,4,1,71,1
34824,210,2,2,6,1,2,4,1,68,2
34825,210,2,2,6,2,2,4,1,71,1
34825,210,2,2,6,1,2,4,1,70,2
34826,210,1,2,6,2,2,4,1,72,1
34826,210,1,2,6,1,2,4,1,71,2
34827,210,1,2,6,2,2,4,1,70,1
34827,210,1,2,6,1,2,4,1,69,2
34828,210,1,2,6,2,4,4,1,68,1
34828,210,1,2,5,1,2,4,1,64,2
34829,210,1,2,6,2,4,4,1,85,1
34829,210,1,2,6,1,2,4,1,83,2
34830,210,1,2,6,2,4,4,1,74,1
34830,210,1,2,6,1,2,4,1,72,2
34831,210,2,2,6,2,4,4,1,77,1
34831,210,2,2,6,1,2,4,1,74,2
34832,210,2,2,6,2,2,4,1,80,1
34832,210,2,2,6,1,2,4,1,78,2
34833,210,2,2,6,2,2,4,1,70,1
34833,210,2,2,6,1,2,4,1,70,2
34834,210,2,2,6,2,2,4,1,67,1
34834,210,2,2,6,1,2,4,1,66,2
34835,210,1,2,6,2,2,4,1,67,1
34835,210,1,2,6,1,2,4,1,66,2
34836,210,1,2,6,2,2,4,1,79,1
34836,210,1,2,6,1,2,4,1,77,2
34837,210,2,2,6,2,2,4,1,70,1
34837,210,2,2,6,1,2,4,1,66,2
34838,210,2,2,6,2,2,1,1,72,1
34838,210,2,2,6,1,2,4,1,71,2
34839,210,2,2,6,2,2,1,1,77,1
34839,210,2,2,6,1,2,4,1,72,2
34840,210,0,2,6,2,2,1,1,77,1
34840,210,0,2,6,1,2,4,1,74,2
34841,210,2,2,6,2,2,4,1,78,1
34841,210,2,2,6,1,2,4,1,69,2
34842,210,2,2,6,2,2,4,1,81,1
34842,210,2,2,6,1,2,4,1,77,2
34843,210,1,2,6,2,2,4,1,87,1
34843,210,1,2,5,1,2,4,1,51,2
34844,210,2,2,6,2,2,4,1,67,1
34844,210,2,2,5,1,2,4,1,64,2
34845,210,0,2,6,2,2,4,1,69,1
34845,210,0,2,5,1,2,4,1,64,2
34846,210,1,2,6,2,2,4,1,67,1
34846,210,1,2,5,1,2,4,1,52,2
34847,210,1,2,6,2,2,4,1,66,1
34847,210,1,2,5,1,1,4,1,54,2
34848,210,2,2,6,2,2,4,1,67,1
34848,210,2,2,5,1,1,4,1,64,2
34849,210,2,2,6,2,2,4,1,90,1
34849,210,2,2,6,1,1,4,1,88,2
34850,210,2,2,6,2,2,4,1,71,1
34850,210,2,2,6,1,1,4,1,66,2
34851,210,3,2,6,2,2,4,1,71,1
34851,210,3,2,6,1,1,4,1,70,2
34852,210,1,2,6,2,2,4,2,75,1
34852,210,1,2,6,1,1,4,1,71,2
34853,210,1,2,6,2,2,4,2,73,1
34853,210,1,2,6,1,1,4,1,67,2
34854,210,1,2,6,2,2,4,2,81,1
34854,210,1,2,6,1,1,4,1,74,2
34855,210,1,2,6,2,2,4,2,81,1
34855,210,1,2,6,1,1,4,1,80,2
34856,210,2,2,6,2,2,4,2,78,1
34856,210,2,2,6,1,1,4,1,76,2
34857,210,2,2,6,2,2,4,2,67,1
34857,210,2,2,6,1,2,4,1,66,2
34858,210,1,2,6,2,2,4,2,74,1
34858,210,1,2,6,1,2,4,1,68,2
34859,210,1,2,6,2,2,4,2,81,1
34859,210,1,2,6,1,2,4,1,74,2
34860,210,1,2,6,2,2,4,2,72,1
34860,210,1,2,6,1,2,4,1,69,2
34861,210,1,2,6,2,2,4,2,72,1
34861,210,1,2,6,1,2,4,1,70,2
34862,210,1,2,6,2,2,1,2,70,1
34862,210,1,2,6,1,2,4,1,70,2
34863,210,1,2,6,2,2,1,2,76,1
34863,210,1,2,6,1,2,4,1,73,2
34864,210,1,2,6,2,2,1,2,68,1
34864,210,1,2,6,1,2,4,1,66,2
34865,210,1,2,6,2,2,1,2,83,1
34865,210,1,2,6,1,2,4,1,82,2
34866,210,1,2,6,2,2,1,2,74,1
34866,210,1,2,6,1,2,4,1,74,2
34867,210,2,2,6,2,2,1,1,67,1
34867,210,2,2,6,1,2,4,1,66,2
34868,210,2,2,6,2,2,1,1,78,1
34868,210,2,2,6,1,2,4,1,70,2
34869,210,1,2,6,2,2,1,1,75,1
34869,210,1,2,6,1,2,4,1,68,2
34870,210,1,2,6,2,2,1,1,66,1
34870,210,1,2,6,1,2,4,1,66,2
34871,210,2,2,6,2,2,1,1,83,1
34871,210,2,2,6,1,2,4,1,81,2
34872,210,2,2,6,2,2,1,1,76,1
34872,210,2,2,6,1,2,4,1,70,2
34873,210,1,2,6,2,2,4,1,77,1
34873,210,1,2,6,1,2,4,1,76,2
34874,210,0,2,6,2,2,4,1,78,1
34874,210,0,2,6,1,2,4,1,77,2
34875,210,2,2,6,2,2,4,1,65,1
34875,210,2,2,6,1,2,4,1,65,2
34876,210,2,2,6,2,2,4,1,75,1
34876,210,2,2,6,1,2,4,1,74,2
34877,210,2,2,6,2,2,4,1,82,1
34877,210,2,2,6,1,4,4,1,80,2
34878,210,2,2,6,2,2,4,1,84,1
34878,210,2,2,6,1,2,4,1,80,2
34879,210,2,2,6,2,2,4,1,88,1
34879,210,2,2,6,1,2,4,1,79,2
34880,210,2,2,6,2,2,4,1,67,1
34880,210,2,2,6,1,2,4,1,66,2
34881,210,1,2,6,2,2,4,1,83,1
34881,210,1,2,6,1,2,4,1,77,2
34882,210,1,2,6,2,2,4,1,74,1
34882,210,1,2,6,1,2,4,1,72,2
34883,210,1,2,6,2,2,4,1,78,1
34883,210,1,2,6,1,2,4,1,78,2
34884,210,1,2,6,2,2,4,1,77,1
34884,210,1,2,6,1,2,1,1,75,2
34885,210,1,2,6,2,2,4,1,75,1
34885,210,1,2,6,1,2,1,1,65,2
34886,210,1,2,6,2,2,4,1,86,1
34886,210,1,2,6,1,2,1,1,85,2
34887,210,1,2,6,2,2,4,1,76,1
34887,210,1,2,6,1,2,1,1,67,2
34888,210,2,2,6,2,2,4,1,79,1
34888,210,2,2,6,1,2,1,1,69,2
34889,210,2,2,6,2,2,4,1,80,1
34889,210,2,2,6,1,2,1,1,78,2
34890,210,1,2,6,2,2,4,1,68,1
34890,210,1,2,6,1,2,4,1,68,2
34891,210,1,2,6,2,2,4,1,87,1
34891,210,1,2,6,1,2,4,1,86,2
34892,210,2,2,6,2,2,4,1,72,1
34892,210,2,2,6,1,2,4,1,67,2
34893,210,1,2,6,2,2,4,1,85,1
34893,210,1,2,6,1,2,4,1,80,2
34894,210,1,2,6,2,2,4,1,76,1
34894,210,1,2,6,1,2,4,1,74,2
34895,210,1,2,6,2,2,4,1,77,1
34895,210,1,2,6,1,2,4,1,73,2
34896,210,1,2,6,2,2,4,1,78,1
34896,210,1,2,6,1,2,4,1,77,2
34897,210,1,2,6,2,2,4,1,81,1
34897,210,1,2,6,1,2,4,1,66,2
34898,210,1,2,6,2,2,4,1,80,1
34898,210,1,2,6,1,4,4,1,73,2
34899,210,0,2,6,2,2,4,2,69,1
34899,210,0,2,6,1,4,4,1,69,2
34900,210,0,2,6,2,2,4,2,73,1
34900,210,0,2,6,1,2,4,1,67,2
34901,210,1,2,6,2,2,4,2,73,1
34901,210,1,2,6,1,2,4,1,71,2
34902,210,1,2,6,2,2,4,1,73,1
34902,210,1,2,6,1,2,4,1,72,2
34903,210,1,2,6,2,2,4,1,70,1
34903,210,1,2,6,1,2,4,1,68,2
34904,210,2,2,6,2,2,4,1,75,1
34904,210,2,2,6,1,2,4,1,71,2
34905,210,5,2,6,2,2,4,1,69,1
34905,210,5,2,6,1,2,4,1,67,2
34906,210,1,2,6,2,2,4,1,76,1
34906,210,1,2,6,1,2,4,1,72,2
34907,210,2,2,6,2,2,4,1,75,1
34907,210,2,2,6,1,2,4,1,67,2
34908,210,1,2,6,2,2,4,1,82,1
34908,210,1,2,6,1,2,4,1,76,2
34909,210,1,2,6,2,2,4,1,81,1
34909,210,1,2,6,1,2,4,1,81,2
34910,210,1,2,6,2,2,4,1,81,1
34910,210,1,2,6,1,2,4,1,77,2
34911,210,1,2,6,2,2,4,1,65,1
34911,210,1,2,5,1,2,4,1,62,2
34912,210,0,2,6,2,2,4,1,65,1
34912,210,0,2,5,1,2,4,1,63,2
34913,210,1,2,6,2,2,4,1,69,1
34913,210,1,2,5,1,2,4,1,53,2
34914,210,1,2,5,2,2,4,1,57,1
34914,210,1,2,5,1,2,4,1,49,2
34915,210,2,2,5,2,2,4,1,57,1
34915,210,2,2,5,1,2,4,1,51,2
34916,210,0,2,5,2,2,4,1,56,1
34916,210,0,2,5,1,2,4,1,54,2
34917,210,2,2,5,2,2,4,1,57,1
34917,210,2,2,5,1,2,4,1,52,2
34918,210,3,2,5,2,2,4,1,62,1
34918,210,3,2,5,1,2,4,1,59,2
34919,210,3,2,6,2,2,4,1,70,1
34919,210,3,2,5,1,2,4,1,64,2
34920,210,3,2,6,2,2,1,1,65,1
34920,210,3,2,5,1,2,4,1,62,2
34921,210,0,2,6,2,2,1,1,66,1
34921,210,0,2,5,1,2,4,1,60,2
34922,210,2,2,6,2,2,4,1,67,1
34922,210,2,2,5,1,2,4,1,62,2
34923,210,1,2,6,2,2,4,1,65,1
34923,210,1,2,5,1,2,4,1,60,2
34924,210,2,2,6,2,2,4,1,65,1
34924,210,2,2,5,1,2,4,1,60,2
34925,210,2,2,6,2,2,4,1,66,1
34925,210,2,2,5,1,2,4,1,61,2
34926,210,1,2,6,2,2,4,1,69,1
34926,210,1,2,5,1,2,4,1,55,2
34927,210,1,2,6,2,2,4,1,66,1
34927,210,1,2,5,1,2,4,1,61,2
34928,210,1,2,6,2,2,4,1,65,1
34928,210,1,2,5,1,2,4,1,60,2
34929,210,0,2,6,2,2,4,1,81,1
34929,210,0,2,6,1,2,4,1,76,2
34930,210,1,2,6,2,2,4,1,75,1
34930,210,1,2,6,1,2,4,1,74,2
34931,210,2,2,6,2,2,4,1,82,1
34931,210,2,2,6,1,2,4,1,81,2
34932,210,1,2,6,2,2,4,1,72,1
34932,210,1,2,6,1,2,4,1,71,2
34933,210,2,2,6,2,2,4,1,73,1
34933,210,2,2,6,1,2,4,1,73,2
34934,210,2,2,6,2,2,4,1,82,1
34934,210,2,2,6,1,2,4,1,72,2
34935,210,2,2,6,2,2,4,1,85,1
34935,210,2,2,6,1,2,4,1,81,2
34936,210,1,2,6,2,2,4,1,79,1
34936,210,1,2,6,1,2,4,1,68,2
34937,210,2,2,6,2,2,4,1,75,1
34937,210,2,2,6,1,2,4,1,72,2
34938,210,1,2,6,2,2,4,1,75,1
34938,210,1,2,6,1,2,4,1,73,2
34939,210,1,2,6,2,2,4,1,73,1
34939,210,1,2,6,1,2,4,1,72,2
34940,210,1,2,6,2,2,4,1,81,1
34940,210,1,2,6,1,2,4,1,79,2
34941,210,1,2,6,2,2,4,2,73,1
34941,210,1,2,6,1,2,4,1,66,2
34942,210,1,2,6,2,2,4,2,65,1
34942,210,1,2,6,1,2,1,1,65,2
34943,210,1,2,6,2,2,4,2,84,1
34943,210,1,2,6,1,2,1,1,80,2
34944,210,1,2,6,2,2,4,2,71,1
34944,210,1,2,6,1,2,1,1,66,2
34945,210,1,2,6,2,2,4,2,81,1
34945,210,1,2,6,1,2,1,1,81,2
34946,210,1,2,6,2,2,4,2,67,1
34946,210,1,2,5,1,2,1,1,57,2
34947,210,1,2,6,2,2,4,2,71,1
34947,210,1,2,5,1,2,1,1,63,2
34948,210,1,2,6,2,2,4,2,65,1
34948,210,1,2,5,1,2,1,1,64,2
34949,210,2,2,6,2,2,4,2,67,1
34949,210,2,2,5,1,2,1,1,64,2
34950,210,1,2,6,2,2,4,2,82,1
34950,210,1,2,5,1,2,1,1,60,2
34951,210,1,2,5,2,2,4,2,62,1
34951,210,1,2,5,1,2,1,1,62,2
34952,210,1,2,5,2,2,4,2,56,1
34952,210,1,2,5,1,2,1,1,53,2
34953,210,1,2,5,2,2,4,2,55,1
34953,210,1,2,5,1,2,1,1,54,2
34954,210,1,2,5,2,2,4,2,64,1
34954,210,1,2,5,1,2,1,1,60,2
34955,210,1,2,5,2,2,4,2,46,1
34955,210,1,2,4,1,2,1,1,37,2
34956,210,1,2,5,2,2,4,2,46,1
34956,210,1,2,4,1,2,1,1,42,2
34957,210,2,2,5,2,2,4,1,44,1
34957,210,2,2,4,1,2,1,1,42,2
34958,210,2,2,5,2,2,4,1,49,1
34958,210,2,2,4,1,2,1,1,38,2
34959,210,2,2,5,2,2,4,1,52,1
34959,210,2,2,4,1,2,1,1,41,2
34960,210,1,2,4,2,2,1,1,43,1
34960,210,1,2,4,1,2,1,1,42,2
34961,210,5,2,4,2,2,1,1,36,1
34961,210,5,2,4,1,2,2,1,34,2
34962,210,2,2,4,2,2,1,1,34,1
34962,210,2,2,4,1,1,2,1,25,2
34963,210,2,2,4,2,2,1,1,39,1
34963,210,2,2,4,1,1,2,1,38,2
34964,210,1,2,4,2,2,1,1,26,1
34964,210,1,2,4,1,1,2,1,25,2
34965,210,2,2,4,2,2,1,1,39,1
34965,210,2,2,4,1,1,2,1,39,2
34966,210,1,2,4,2,2,1,1,40,1
34966,210,1,2,4,1,1,2,1,38,2
34967,210,2,2,4,2,1,1,1,29,1
34967,210,2,2,4,1,1,2,1,27,2
34968,210,1,2,4,2,1,1,1,43,1
34968,210,1,2,4,1,2,1,1,41,2
34969,210,2,2,4,2,1,1,1,42,1
34969,210,2,2,4,1,2,1,1,38,2
34970,210,2,2,4,2,1,1,1,42,1
34970,210,2,2,4,1,2,1,1,31,2
34971,210,2,2,4,2,1,1,1,28,1
34971,210,2,2,4,1,2,1,1,26,2
34972,210,2,2,4,2,1,1,1,26,1
34972,210,2,2,4,1,2,1,1,25,2
34973,210,2,2,4,2,1,1,1,27,1
34973,210,2,2,4,1,2,1,1,25,2
34974,210,2,2,4,2,1,1,1,37,1
34974,210,2,2,4,1,1,1,1,33,2
34975,210,2,2,4,2,1,1,1,32,1
34975,210,2,2,4,1,1,1,1,30,2
34976,210,2,2,4,2,1,1,1,43,1
34976,210,2,2,4,1,1,1,1,42,2
34977,210,1,2,4,2,2,1,1,37,1
34977,210,1,2,4,1,1,1,1,37,2
34978,210,1,2,4,2,2,1,1,40,1
34978,210,1,2,4,1,1,1,1,36,2
34979,210,1,2,4,2,2,1,1,31,1
34979,210,1,2,4,1,1,1,1,28,2
34980,210,1,2,4,2,2,1,1,31,1
34980,210,1,2,4,1,1,1,1,30,2
34981,210,2,2,4,2,2,1,1,30,1
34981,210,2,2,4,1,1,1,1,29,2
34982,210,1,2,4,2,2,1,1,42,1
34982,210,1,2,4,1,1,1,1,41,2
34983,210,1,2,4,2,2,1,1,30,1
34983,210,1,2,4,1,1,1,1,29,2
34984,210,2,2,4,2,2,1,1,42,1
34984,210,2,2,4,1,1,1,1,41,2
34985,210,1,2,4,2,2,1,1,37,1
34985,210,1,2,4,1,1,1,1,34,2
34986,210,1,2,4,2,1,1,1,26,1
34986,210,1,2,4,1,1,1,1,25,2
34987,210,2,2,4,2,1,1,1,28,1
34987,210,2,2,4,1,1,1,1,25,2
34988,210,1,2,4,2,1,1,1,43,1
34988,210,1,2,4,1,1,1,1,40,2
34989,210,1,2,4,2,1,1,1,39,1
34989,210,1,2,4,1,2,1,1,30,2
34990,210,2,2,4,2,1,1,1,37,1
34990,210,2,2,4,1,2,1,1,34,2
34991,210,2,2,4,2,1,1,1,37,1
34991,210,2,2,4,1,2,1,1,27,2
34992,210,1,2,4,2,1,1,1,35,1
34992,210,1,2,4,1,2,1,1,29,2
34993,210,2,2,4,2,1,1,1,30,1
34993,210,2,2,4,1,2,1,1,26,2
34994,210,3,2,4,2,1,1,1,43,1
34994,210,3,2,4,1,2,1,1,43,2
34995,210,2,2,4,2,1,1,1,42,1
34995,210,2,2,4,1,2,1,1,40,2
34996,210,1,2,4,2,1,1,1,27,1
34996,210,1,2,4,1,2,1,1,26,2
34997,210,1,2,4,2,1,1,1,30,1
34997,210,1,2,4,1,2,1,1,28,2
34998,210,1,2,4,2,1,1,1,36,1
34998,210,1,2,4,1,2,1,1,34,2
34999,210,2,2,4,2,1,1,1,28,1
34999,210,2,2,4,1,2,1,1,25,2
35000,210,2,2,4,2,1,1,1,26,1
35000,210,2,2,4,1,2,1,1,26,2
35001,210,2,2,4,2,1,1,1,43,1
35001,210,2,2,4,1,2,1,1,42,2
35002,210,2,2,4,2,1,1,1,30,1
35002,210,2,2,4,1,2,1,1,29,2
35003,210,2,2,4,2,1,1,1,28,1
35003,210,2,2,4,1,2,1,1,25,2
35004,210,1,2,4,2,1,1,1,35,1
35004,210,1,2,4,1,2,1,1,31,2
35005,210,1,2,4,2,2,1,1,33,1
35005,210,1,2,4,1,2,1,1,29,2
35006,210,1,2,4,2,2,1,1,36,1
35006,210,1,2,4,1,2,1,1,34,2
35007,210,2,2,4,2,2,1,1,32,1
35007,210,2,2,4,1,2,1,1,29,2
35008,210,1,2,4,2,2,1,1,31,1
35008,210,1,2,4,1,2,1,1,27,2
35009,210,2,2,4,2,2,1,1,36,1
35009,210,2,2,4,1,2,1,1,34,2
35010,210,2,2,4,2,2,1,1,42,1
35010,210,2,2,4,1,1,1,1,41,2
35011,210,1,2,4,2,2,1,1,36,1
35011,210,1,2,4,1,1,1,1,33,2
35012,210,1,2,4,2,2,1,1,39,1
35012,210,1,2,4,1,1,1,1,35,2
35013,210,1,2,4,2,2,1,1,32,1
35013,210,1,2,4,1,1,1,1,31,2
35014,210,2,2,4,2,2,1,1,31,1
35014,210,2,2,4,1,1,1,1,27,2
35015,210,1,2,4,2,2,1,1,27,1
35015,210,1,2,4,1,1,1,1,25,2
35016,210,1,2,4,2,2,1,1,28,1
35016,210,1,2,4,1,1,1,1,27,2
35017,210,1,2,4,2,2,1,1,32,1
35017,210,1,2,4,1,1,1,1,32,2
35018,210,1,2,4,2,2,1,1,33,1
35018,210,1,2,4,1,1,1,1,29,2
35019,210,1,2,4,2,2,1,1,35,1
35019,210,1,2,4,1,1,1,1,30,2
35020,210,1,2,4,2,2,1,1,31,1
35020,210,1,2,4,1,1,1,1,30,2
35021,210,1,2,4,2,2,1,1,33,1
35021,210,1,2,4,1,1,1,1,32,2
35022,210,2,2,4,2,2,1,1,36,1
35022,210,2,2,4,1,1,1,1,33,2
35023,210,2,2,4,2,2,1,1,37,1
35023,210,2,2,4,1,1,1,1,33,2
35024,210,2,2,4,2,2,1,1,39,1
35024,210,2,2,4,1,1,1,1,31,2
35025,210,1,2,4,2,2,1,1,36,1
35025,210,1,2,4,1,1,1,1,35,2
35026,210,1,2,4,2,2,1,1,37,1
35026,210,1,2,4,1,1,1,1,27,2
35027,210,1,2,4,2,2,1,1,29,1
35027,210,1,2,4,1,1,1,1,29,2
35028,210,1,2,4,2,2,1,1,31,1
35028,210,1,2,4,1,1,1,1,29,2
35029,210,2,2,4,2,1,1,1,34,1
35029,210,2,2,4,1,1,1,1,27,2
35030,210,2,2,4,2,1,1,1,28,1
35030,210,2,2,4,1,1,1,1,26,2
35031,210,2,2,5,1,1,1,1,44,1
35031,210,2,2,4,1,1,1,1,36,2
35032,210,2,2,5,1,1,1,1,45,1
35032,210,2,2,4,1,1,1,1,42,2
35033,210,1,2,4,1,1,1,1,34,1
35033,210,1,2,4,1,1,1,1,32,2
35034,210,1,2,4,1,1,1,1,36,1
35034,210,1,2,4,1,1,1,1,34,2
35035,210,1,2,5,1,1,1,1,45,1
35035,210,1,2,4,2,1,1,1,36,2
35036,210,3,2,5,1,1,1,1,49,1
35036,210,3,2,4,2,1,1,1,42,2
35037,210,2,2,4,1,1,1,1,43,1
35037,210,2,2,4,2,1,1,1,35,2
35038,210,1,2,4,1,1,1,1,33,1
35038,210,1,2,4,2,1,1,1,25,2
35039,210,2,2,4,1,1,1,1,40,1
35039,210,2,2,4,2,1,1,1,29,2
35040,210,1,2,4,1,1,1,1,36,1
35040,210,1,2,4,2,1,1,1,33,2
35041,210,2,2,4,1,1,1,1,43,1
35041,210,2,2,4,2,1,1,1,26,2
35042,210,1,2,4,1,1,1,1,29,1
35042,210,1,2,4,2,1,1,1,25,2
35043,210,1,2,4,1,1,1,1,36,1
35043,210,1,2,4,2,1,1,1,36,2
35044,210,2,2,4,1,1,1,1,43,1
35044,210,2,2,4,2,1,1,1,40,2
35045,210,2,2,4,1,1,1,1,25,1
35045,210,2,2,4,2,1,1,1,24,2
35046,210,2,2,4,1,1,1,1,32,1
35046,210,2,2,4,2,1,1,1,28,2
35047,210,2,2,4,1,1,1,1,43,1
35047,210,2,2,4,2,1,1,1,42,2
35048,210,1,2,4,1,1,1,1,33,1
35048,210,1,2,4,2,1,1,1,27,2
35049,210,1,2,4,1,1,1,2,39,1
35049,210,1,2,4,2,1,1,1,38,2
35050,210,1,2,4,1,1,1,2,30,1
35050,210,1,2,4,2,1,1,1,24,2
35051,210,1,2,4,1,1,2,2,30,1
35051,210,1,2,4,2,2,1,1,29,2
35052,210,1,2,4,1,1,2,2,31,1
35052,210,1,2,4,2,2,1,1,27,2
35053,210,1,2,4,1,1,2,1,29,1
35053,210,1,2,4,2,2,1,1,26,2
35054,210,2,2,4,1,1,1,1,36,1
35054,210,2,2,4,2,2,1,1,28,2
35055,210,0,2,4,1,1,1,1,29,1
