Year,Sex,Age,Population
2016,Female,47,64108
2016,Female,48,65417
2016,Female,49,65854
2016,Female,50,66851
2016,Female,51,66566
2016,Female,52,67719
2016,Female,53,65727
2016,Female,54,63127
2016,Female,55,61173
2016,Female,56,59392
2016,Female,57,57587
2016,Female,58,55041
2016,Female,59,53683
2016,Female,60,51661
2016,Female,61,49859
2016,Female,62,48702
2016,Female,63,47217
2016,Female,64,46721
2016,Female,65,44600
2016,Female,66,45518
2016,Female,67,44759
2016,Female,68,45237
2016,Female,69,44312
2016,Female,70,44094
2016,Female,71,41702
2016,Female,72,41224
2016,Female,73,39783
2016,Female,74,37650
2016,Female,75,35416
2016,Female,76,32824
2016,Female,77,31591
2016,Female,78,30335
2016,Female,79,28807
2016,Female,80,28484
2016,Female,81,27660
2016,Female,82,26397
2016,Female,83,25060
2016,Female,84,23783
2016,Female,85,22200
2016,Female,86,21358
2016,Female,87,19149
2016,Female,88,17264
2016,Female,89,15149
2016,Female,90,13641
2016,Female,91,11690
2016,Female,92,9969
2016,Female,93,8097
2016,Female,94,6356
2016,Female,95,5217
2016,Female,96,3660
2016,Female,97,2320
2016,Female,98,1603
2016,Female,99,3117
2017,Male,0,0
2017,Male,1,44165
2017,Male,2,44848
2017,Male,3,44511
2017,Male,4,43700
2017,Male,5,44080
2017,Male,6,43421
2017,Male,7,43733
2017,Male,8,43408
2017,Male,9,43191
2017,Male,10,42145
2017,Male,11,41845
2017,Male,12,41730
2017,Male,13,41351
2017,Male,14,40807
2017,Male,15,41706
2017,Male,16,42012
2017,Male,17,44882
2017,Male,18,44871
2017,Male,19,46145
2017,Male,20,48068
2017,Male,21,48902
2017,Male,22,49008
2017,Male,23,50224
2017,Male,24,51725
2017,Male,25,54227
2017,Male,26,55889
2017,Male,27,57225
2017,Male,28,57399
2017,Male,29,59167
2017,Male,30,58663
2017,Male,31,59445
2017,Male,32,59688
2017,Male,33,60631
2017,Male,34,60314
2017,Male,35,61212
2017,Male,36,60917
2017,Male,37,61245
2017,Male,38,59124
2017,Male,39,58451
2017,Male,40,58405
2017,Male,41,57673
2017,Male,42,57476
2017,Male,43,58917
2017,Male,44,59049
2017,Male,45,61121
2017,Male,46,62556
2017,Male,47,63479
2017,Male,48,64860
2017,Male,49,66348
2017,Male,50,67031
2017,Male,51,68562
2017,Male,52,68929
2017,Male,53,69756
2017,Male,54,67323
2017,Male,55,64622
2017,Male,56,61928
2017,Male,57,60122
2017,Male,58,57968
2017,Male,59,55875
2017,Male,60,54221
2017,Male,61,52337
2017,Male,62,49468
2017,Male,63,47294
2017,Male,64,45080
2017,Male,65,44352
2017,Male,66,42006
2017,Male,67,42651
2017,Male,68,41457
2017,Male,69,41401
2017,Male,70,40577
2017,Male,71,40011
2017,Male,72,38129
2017,Male,73,36639
2017,Male,74,34707
2017,Male,75,32707
2017,Male,76,29548
2017,Male,77,26195
2017,Male,78,24998
2017,Male,79,23463
2017,Male,80,21821
2017,Male,81,20638
2017,Male,82,19572
2017,Male,83,17882
2017,Male,84,15847
2017,Male,85,14642
2017,Male,86,12951
2017,Male,87,11357
2017,Male,88,9636
2017,Male,89,8180
2017,Male,90,6583
2017,Male,91,5458
2017,Male,92,4394
2017,Male,93,3324
2017,Male,94,2538
2017,Male,95,1803
2017,Male,96,1332
2017,Male,97,910
2017,Male,98,502
2017,Male,99,751
2017,Female,0,0
2017,Female,1,42131
2017,Female,2,42119
2017,Female,3,42101
2017,Female,4,41236
2017,Female,5,41224
2017,Female,6,41013
2017,Female,7,41969
2017,Female,8,40976
2017,Female,9,40550
2017,Female,10,40050
2017,Female,11,39530
2017,Female,12,39419
2017,Female,13,39732
2017,Female,14,38974
2017,Female,15,39326
2017,Female,16,39495
2017,Female,17,41803
2017,Female,18,41832
2017,Female,19,43055
2017,Female,20,44312
2017,Female,21,45973
2017,Female,22,46435
2017,Female,23,47420
2017,Female,24,49232
2017,Female,25,52389
2017,Female,26,53703
2017,Female,27,55460
2017,Female,28,56150
2017,Female,29,57818
2017,Female,30,57107
2017,Female,31,58446
2017,Female,32,58753
2017,Female,33,59140
2017,Female,34,58545
2017,Female,35,59926
2017,Female,36,59542
2017,Female,37,59578
2017,Female,38,58251
2017,Female,39,57442
2017,Female,40,57384
2017,Female,41,57289
2017,Female,42,56852
2017,Female,43,57856
2017,Female,44,58381
2017,Female,45,59616
2017,Female,46,61899
2017,Female,47,62577
2017,Female,48,64340
2017,Female,49,65575
2017,Female,50,66014
2017,Female,51,66876
2017,Female,52,66613
2017,Female,53,67724
2017,Female,54,65639
2017,Female,55,62997
2017,Female,56,61062
2017,Female,57,59191
2017,Female,58,57357
2017,Female,59,54715
2017,Female,60,53373
2017,Female,61,51358
2017,Female,62,49564
2017,Female,63,48285
2017,Female,64,46789
2017,Female,65,46181
2017,Female,66,44139
2017,Female,67,45094
2017,Female,68,44333
2017,Female,69,44805
2017,Female,70,43905
2017,Female,71,43649
2017,Female,72,41251
2017,Female,73,40721
2017,Female,74,39300
2017,Female,75,37126
2017,Female,76,34850
2017,Female,77,32249
2017,Female,78,30968
2017,Female,79,29697
2017,Female,80,28110
2017,Female,81,27657
2017,Female,82,26717
2017,Female,83,25416
2017,Female,84,23978
2017,Female,85,22622
2017,Female,86,20887
2017,Female,87,19971
2017,Female,88,17598
2017,Female,89,15707
2017,Female,90,13600
2017,Female,91,11957
2017,Female,92,10150
2017,Female,93,8430
2017,Female,94,6722
2017,Female,95,5102
2017,Female,96,4040
2017,Female,97,2783
2017,Female,98,1718
2017,Female,99,3197
2018,Male,0,0
2018,Male,1,43971
2018,Male,2,45122
2018,Male,3,45147
2018,Male,4,44750
2018,Male,5,43903
2018,Male,6,44364
2018,Male,7,43770
2018,Male,8,44012
2018,Male,9,43649
2018,Male,10,43481
2018,Male,11,42417
2018,Male,12,42192
2018,Male,13,42036
2018,Male,14,41726
2018,Male,15,41221
2018,Male,16,42139
2018,Male,17,42505
2018,Male,18,45577
2018,Male,19,45811
2018,Male,20,47278
2018,Male,21,48512
2018,Male,22,49384
2018,Male,23,49648
2018,Male,24,51091
2018,Male,25,52804
2018,Male,26,55400
2018,Male,27,57207
2018,Male,28,58634
2018,Male,29,58751
2018,Male,30,60374
2018,Male,31,59635
2018,Male,32,60388
2018,Male,33,60519
2018,Male,34,61249
2018,Male,35,60814
2018,Male,36,61828
2018,Male,37,61448
2018,Male,38,61685
2018,Male,39,59470
2018,Male,40,58883
2018,Male,41,58801
2018,Male,42,57902
2018,Male,43,57734
2018,Male,44,59169
2018,Male,45,59200
2018,Male,46,61245
2018,Male,47,62637
2018,Male,48,63576
2018,Male,49,64991
2018,Male,50,66238
2018,Male,51,66961
2018,Male,52,68392
2018,Male,53,68652
2018,Male,54,69525
2018,Male,55,66968
2018,Male,56,64252
2018,Male,57,61489
2018,Male,58,59713
2018,Male,59,57460
2018,Male,60,55318
2018,Male,61,53370
2018,Male,62,51601
2018,Male,63,48739
2018,Male,64,46449
2018,Male,65,44271
2018,Male,66,43203
2018,Male,67,41031
2018,Male,68,41845
2018,Male,69,40691
2018,Male,70,40631
2018,Male,71,39793
2018,Male,72,39228
2018,Male,73,37329
2018,Male,74,35854
2018,Male,75,33867
2018,Male,76,31821
2018,Male,77,28671
2018,Male,78,25369
2018,Male,79,24119
2018,Male,80,22555
2018,Male,81,20886
2018,Male,82,19637
2018,Male,83,18413
2018,Male,84,16761
2018,Male,85,14721
2018,Male,86,13466
2018,Male,87,11738
2018,Male,88,10121
2018,Male,89,8467
2018,Male,90,7007
2018,Male,91,5578
2018,Male,92,4508
2018,Male,93,3487
2018,Male,94,2568
2018,Male,95,1948
2018,Male,96,1324
2018,Male,97,960
2018,Male,98,599
2018,Male,99,790
2018,Female,0,0
2018,Female,1,41640
2018,Female,2,43084
2018,Female,3,42394
2018,Female,4,42320
2018,Female,5,41412
2018,Female,6,41534
2018,Female,7,41316
2018,Female,8,42223
2018,Female,9,41279
2018,Female,10,40856
2018,Female,11,40350
2018,Female,12,39834
2018,Female,13,39693
2018,Female,14,40019
2018,Female,15,39340
2018,Female,16,39666
2018,Female,17,39772
2018,Female,18,42267
2018,Female,19,42631
2018,Female,20,43793
2018,Female,21,44935
2018,Female,22,46578
2018,Female,23,47093
2018,Female,24,48342
2018,Female,25,50322
2018,Female,26,53720
2018,Female,27,55137
2018,Female,28,57030
2018,Female,29,57454
2018,Female,30,59110
2018,Female,31,58232
2018,Female,32,59415
2018,Female,33,59610
2018,Female,34,59839
2018,Female,35,59194
2018,Female,36,60639
2018,Female,37,60082
2018,Female,38,60118
2018,Female,39,58686
2018,Female,40,57888
2018,Female,41,57776
2018,Female,42,57608
2018,Female,43,57179
2018,Female,44,58120
2018,Female,45,58682
2018,Female,46,59900
2018,Female,47,62130
2018,Female,48,62736
2018,Female,49,64499
2018,Female,50,65644
2018,Female,51,66024
2018,Female,52,66900
2018,Female,53,66537
2018,Female,54,67625
2018,Female,55,65512
2018,Female,56,62746
2018,Female,57,60756
2018,Female,58,58873
2018,Female,59,56966
2018,Female,60,54314
2018,Female,61,52971
2018,Female,62,50952
2018,Female,63,49056
2018,Female,64,47838
2018,Female,65,46126
2018,Female,66,45576
2018,Female,67,43684
2018,Female,68,44636
2018,Female,69,43873
2018,Female,70,44322
2018,Female,71,43437
2018,Female,72,43149
2018,Female,73,40767
2018,Female,74,40194
2018,Female,75,38743
2018,Female,76,36533
2018,Female,77,34279
2018,Female,78,31604
2018,Female,79,30300
2018,Female,80,28925
2018,Female,81,27284
2018,Female,82,26753
2018,Female,83,25745
2018,Female,84,24288
2018,Female,85,22709
2018,Female,86,21258
2018,Female,87,19500
2018,Female,88,18320
2018,Female,89,16009
2018,Female,90,14011
2018,Female,91,11948
2018,Female,92,10291
2018,Female,93,8641
2018,Female,94,6979
2018,Female,95,5339
2018,Female,96,3970
2018,Female,97,3038
2018,Female,98,2029
2018,Female,99,3245
2019,Male,0,0
2019,Male,1,44120
2019,Male,2,44733
2019,Male,3,45448
2019,Male,4,45394
2019,Male,5,45057
2019,Male,6,44093
2019,Male,7,44615
2019,Male,8,44044
2019,Male,9,44287
2019,Male,10,43968
2019,Male,11,43835
2019,Male,12,42773
2019,Male,13,42469
2019,Male,14,42395
2019,Male,15,42023
2019,Male,16,41586
2019,Male,17,42473
2019,Male,18,42814
2019,Male,19,46307
2019,Male,20,46596
2019,Male,21,47554
2019,Male,22,48957
2019,Male,23,50081
2019,Male,24,50511
2019,Male,25,51997
2019,Male,26,53919
2019,Male,27,56722
2019,Male,28,58484
2019,Male,29,59880
2019,Male,30,59949
2019,Male,31,61388
2019,Male,32,60494
2019,Male,33,61146
2019,Male,34,61322
2019,Male,35,61802
2019,Male,36,61360
2019,Male,37,62311
2019,Male,38,61944
2019,Male,39,61993
2019,Male,40,59793
2019,Male,41,59177
2019,Male,42,59039
2019,Male,43,58143
2019,Male,44,57972
2019,Male,45,59386
2019,Male,46,59277
2019,Male,47,61358
2019,Male,48,62729
2019,Male,49,63566
2019,Male,50,65019
2019,Male,51,66213
2019,Male,52,66878
2019,Male,53,68161
2019,Male,54,68436
2019,Male,55,69206
2019,Male,56,66598
2019,Male,57,63840
2019,Male,58,61134
2019,Male,59,59205
2019,Male,60,56923
2019,Male,61,54371
2019,Male,62,52528
2019,Male,63,50839
2019,Male,64,47854
2019,Male,65,45581
2019,Male,66,43000
2019,Male,67,42196
2019,Male,68,40292
2019,Male,69,41130
2019,Male,70,39943
2019,Male,71,39833
2019,Male,72,39042
2019,Male,73,38432
2019,Male,74,36497
2019,Male,75,35044
2019,Male,76,32956
2019,Male,77,31009
2019,Male,78,27824
2019,Male,79,24442
2019,Male,80,23195
2019,Male,81,21559
2019,Male,82,19839
2019,Male,83,18541
2019,Male,84,17303
2019,Male,85,15568
2019,Male,86,13541
2019,Male,87,12236
2019,Male,88,10540
2019,Male,89,8995
2019,Male,90,7306
2019,Male,91,5909
2019,Male,92,4590
2019,Male,93,3612
2019,Male,94,2759
2019,Male,95,1953
2019,Male,96,1470
2019,Male,97,935
2019,Male,98,666
2019,Male,99,894
2019,Female,0,0
2019,Female,1,42048
2019,Female,2,42518
2019,Female,3,43356
2019,Female,4,42603
2019,Female,5,42603
2019,Female,6,41709
2019,Female,7,41902
2019,Female,8,41615
2019,Female,9,42566
2019,Female,10,41505
2019,Female,11,41183
2019,Female,12,40623
2019,Female,13,40071
2019,Female,14,39945
2019,Female,15,40245
2019,Female,16,39585
2019,Female,17,39957
2019,Female,18,40070
2019,Female,19,42997
2019,Female,20,43327
2019,Female,21,44291
2019,Female,22,45423
2019,Female,23,47225
2019,Female,24,47964
2019,Female,25,49442
2019,Female,26,51598
2019,Female,27,55168
2019,Female,28,56541
2019,Female,29,58352
2019,Female,30,58675
2019,Female,31,60163
2019,Female,32,59157
2019,Female,33,60169
2019,Female,34,60370
2019,Female,35,60479
2019,Female,36,59846
2019,Female,37,61171
2019,Female,38,60541
2019,Female,39,60609
2019,Female,40,59138
2019,Female,41,58211
2019,Female,42,58031
2019,Female,43,57949
2019,Female,44,57506
2019,Female,45,58369
2019,Female,46,58906
2019,Female,47,60116
2019,Female,48,62236
2019,Female,49,62842
2019,Female,50,64600
2019,Female,51,65692
2019,Female,52,65934
2019,Female,53,66787
2019,Female,54,66407
2019,Female,55,67432
2019,Female,56,65236
2019,Female,57,62498
2019,Female,58,60387
2019,Female,59,58422
2019,Female,60,56489
2019,Female,61,53801
2019,Female,62,52458
2019,Female,63,50431
2019,Female,64,48529
2019,Female,65,47137
2019,Female,66,45544
2019,Female,67,45066
2019,Female,68,43233
2019,Female,69,44169
2019,Female,70,43423
2019,Female,71,43861
2019,Female,72,42945
2019,Female,73,42609
2019,Female,74,40246
2019,Female,75,39607
2019,Female,76,38117
2019,Female,77,35919
2019,Female,78,33611
2019,Female,79,30898
2019,Female,80,29566
2019,Female,81,28164
2019,Female,82,26414
2019,Female,83,25761
2019,Female,84,24603
2019,Female,85,23080
2019,Female,86,21402
2019,Female,87,19842
2019,Female,88,17947
2019,Female,89,16665
2019,Female,90,14342
2019,Female,91,12352
2019,Female,92,10357
2019,Female,93,8692
2019,Female,94,7102
2019,Female,95,5633
2019,Female,96,4199
2019,Female,97,3036
2019,Female,98,2257
2019,Female,99,3588
2020,Male,0,0
2020,Male,1,43282
2020,Male,2,44960
2020,Male,3,45078
2020,Male,4,45625
2020,Male,5,45598
2020,Male,6,45329
2020,Male,7,44392
2020,Male,8,44917
2020,Male,9,44356
2020,Male,10,44603
2020,Male,11,44245
2020,Male,12,44238
2020,Male,13,43099
2020,Male,14,42779
2020,Male,15,42655
2020,Male,16,42371
2020,Male,17,41893
2020,Male,18,42766
2020,Male,19,43493
2020,Male,20,47033
2020,Male,21,46934
2020,Male,22,47882
2020,Male,23,49802
2020,Male,24,51033
2020,Male,25,51576
2020,Male,26,53122
2020,Male,27,55240
2020,Male,28,58087
2020,Male,29,59961
2020,Male,30,61239
2020,Male,31,61111
2020,Male,32,62484
2020,Male,33,61435
2020,Male,34,62022
2020,Male,35,61970
2020,Male,36,62347
2020,Male,37,61937
2020,Male,38,62794
2020,Male,39,62417
2020,Male,40,62332
2020,Male,41,60164
2020,Male,42,59628
2020,Male,43,59324
2020,Male,44,58398
2020,Male,45,58203
2020,Male,46,59588
2020,Male,47,59455
2020,Male,48,61430
2020,Male,49,62831
2020,Male,50,63528
2020,Male,51,64904
2020,Male,52,66106
2020,Male,53,66713
2020,Male,54,67969
2020,Male,55,68192
2020,Male,56,68796
2020,Male,57,66176
2020,Male,58,63450
2020,Male,59,60625
2020,Male,60,58629
2020,Male,61,55947
2020,Male,62,53605
2020,Male,63,51746
2020,Male,64,49948
2020,Male,65,47067
2020,Male,66,44258
2020,Male,67,42058
2020,Male,68,41462
2020,Male,69,39608
2020,Male,70,40458
2020,Male,71,39204
2020,Male,72,39068
2020,Male,73,38232
2020,Male,74,37524
2020,Male,75,35666
2020,Male,76,34150
2020,Male,77,32065
2020,Male,78,30068
2020,Male,79,26897
2020,Male,80,23509
2020,Male,81,22206
2020,Male,82,20569
2020,Male,83,18751
2020,Male,84,17363
2020,Male,85,16089
2020,Male,86,14317
2020,Male,87,12371
2020,Male,88,10943
2020,Male,89,9315
2020,Male,90,7827
2020,Male,91,6198
2020,Male,92,4931
2020,Male,93,3705
2020,Male,94,2892
2020,Male,95,2128
2020,Male,96,1468
2020,Male,97,1049
2020,Male,98,648
2020,Male,99,1007
2020,Female,0,0
2020,Female,1,41218
2020,Female,2,42814
2020,Female,3,42751
2020,Female,4,43519
2020,Female,5,42850
2020,Female,6,42876
2020,Female,7,41960
2020,Female,8,42175
2020,Female,9,41911
2020,Female,10,42829
2020,Female,11,41856
2020,Female,12,41486
2020,Female,13,40902
2020,Female,14,40380
2020,Female,15,40235
2020,Female,16,40485
2020,Female,17,39744
2020,Female,18,40184
2020,Female,19,40714
2020,Female,20,43597
2020,Female,21,43884
2020,Female,22,44786
2020,Female,23,46272
2020,Female,24,48213
2020,Female,25,49121
2020,Female,26,50818
2020,Female,27,53134
2020,Female,28,56690
2020,Female,29,58005
2020,Female,30,59551
2020,Female,31,59840
2020,Female,32,61235
2020,Female,33,60048
2020,Female,34,60953
2020,Female,35,60983
2020,Female,36,61003
2020,Female,37,60478
2020,Female,38,61738
2020,Female,39,61013
2020,Female,40,61036
2020,Female,41,59508
2020,Female,42,58584
2020,Female,43,58336
2020,Female,44,58227
2020,Female,45,57784
2020,Female,46,58582
2020,Female,47,59124
2020,Female,48,60321
2020,Female,49,62382
2020,Female,50,62928
2020,Female,51,64584
2020,Female,52,65662
2020,Female,53,65867
2020,Female,54,66678
2020,Female,55,66142
2020,Female,56,67180
2020,Female,57,64980
2020,Female,58,62225
2020,Female,59,60002
2020,Female,60,57957
2020,Female,61,56019
2020,Female,62,53315
2020,Female,63,51898
2020,Female,64,49939
2020,Female,65,47863
2020,Female,66,46552
2020,Female,67,45025
2020,Female,68,44665
2020,Female,69,42808
2020,Female,70,43718
2020,Female,71,42955
2020,Female,72,43356
2020,Female,73,42389
2020,Female,74,42000
2020,Female,75,39697
2020,Female,76,39012
2020,Female,77,37432
2020,Female,78,35262
2020,Female,79,32895
2020,Female,80,30137
2020,Female,81,28797
2020,Female,82,27221
2020,Female,83,25489
2020,Female,84,24624
2020,Female,85,23404
2020,Female,86,21812
2020,Female,87,20007
2020,Female,88,18334
2020,Female,89,16370
2020,Female,90,14982
2020,Female,91,12647
2020,Female,92,10763
2020,Female,93,8765
2020,Female,94,7179
2020,Female,95,5677
2020,Female,96,4466
2020,Female,97,3200
2020,Female,98,2212
2020,Female,99,3944
2021,Male,0,0
2021,Male,1,43494
2021,Male,2,44193
2021,Male,3,45335
2021,Male,4,45361
2021,Male,5,45885
2021,Male,6,45950
2021,Male,7,45687
2021,Male,8,44748
2021,Male,9,45350
2021,Male,10,44674
2021,Male,11,44971
2021,Male,12,44589
2021,Male,13,44503
2021,Male,14,43365
2021,Male,15,43134
2021,Male,16,42995
2021,Male,17,42717
2021,Male,18,42290
2021,Male,19,43842
2021,Male,20,44384
2021,Male,21,47658
2021,Male,22,47544
2021,Male,23,48907
2021,Male,24,50760
2021,Male,25,52158
2021,Male,26,52796
2021,Male,27,54633
2021,Male,28,56660
2021,Male,29,59550
2021,Male,30,61261
2021,Male,31,62502
2021,Male,32,62380
2021,Male,33,63555
2021,Male,34,62438
2021,Male,35,62808
2021,Male,36,62802
2021,Male,37,63019
2021,Male,38,62546
2021,Male,39,63339
2021,Male,40,62885
2021,Male,41,62775
2021,Male,42,60629
2021,Male,43,60015
2021,Male,44,59668
2021,Male,45,58724
2021,Male,46,58496
2021,Male,47,59874
2021,Male,48,59621
2021,Male,49,61593
2021,Male,50,62930
2021,Male,51,63606
2021,Male,52,64931
2021,Male,53,66008
2021,Male,54,66590
2021,Male,55,67814
2021,Male,56,68018
2021,Male,57,68417
2021,Male,58,65854
2021,Male,59,62963
2021,Male,60,60167
2021,Male,61,57666
2021,Male,62,55227
2021,Male,63,52900
2021,Male,64,50878
2021,Male,65,49104
2021,Male,66,45794
2021,Male,67,43321
2021,Male,68,41354
2021,Male,69,40734
2021,Male,70,38993
2021,Male,71,39711
2021,Male,72,38440
2021,Male,73,38253
2021,Male,74,37334
2021,Male,75,36578
2021,Male,76,34745
2021,Male,77,33097
2021,Male,78,31028
2021,Male,79,28920
2021,Male,80,25849
2021,Male,81,22342
2021,Male,82,21011
2021,Male,83,19316
2021,Male,84,17458
2021,Male,85,16007
2021,Male,86,14590
2021,Male,87,12837
2021,Male,88,10861
2021,Male,89,9443
2021,Male,90,7929
2021,Male,91,6510
2021,Male,92,5016
2021,Male,93,3903
2021,Male,94,2788
2021,Male,95,2119
2021,Male,96,1511
2021,Male,97,993
2021,Male,98,674
2021,Male,99,1004
2021,Female,0,0
2021,Female,1,40880
2021,Female,2,42074
2021,Female,3,43073
2021,Female,4,42982
2021,Female,5,43841
2021,Female,6,43139
2021,Female,7,43156
2021,Female,8,42302
2021,Female,9,42467
2021,Female,10,42212
2021,Female,11,43152
2021,Female,12,42182
2021,Female,13,41787
2021,Female,14,41140
2021,Female,15,40645
2021,Female,16,40533
2021,Female,17,40778
2021,Female,18,39985
2021,Female,19,41021
2021,Female,20,41485
2021,Female,21,44123
2021,Female,22,44355
2021,Female,23,45699
2021,Female,24,47405
2021,Female,25,49572
2021,Female,26,50595
2021,Female,27,52318
2021,Female,28,54704
2021,Female,29,58153
2021,Female,30,59283
2021,Female,31,60897
2021,Female,32,60932
2021,Female,33,62251
2021,Female,34,60897
2021,Female,35,61799
2021,Female,36,61763
2021,Female,37,61602
2021,Female,38,61007
2021,Female,39,62274
2021,Female,40,61534
2021,Female,41,61518
2021,Female,42,59967
2021,Female,43,59002
2021,Female,44,58696
2021,Female,45,58624
2021,Female,46,58094
2021,Female,47,58845
2021,Female,48,59339
2021,Female,49,60525
2021,Female,50,62542
2021,Female,51,63008
2021,Female,52,64643
2021,Female,53,65655
2021,Female,54,65818
2021,Female,55,66536
2021,Female,56,65991
2021,Female,57,66940
2021,Female,58,64683
2021,Female,59,61847
2021,Female,60,59620
2021,Female,61,57528
2021,Female,62,55603
2021,Female,63,52794
2021,Female,64,51416
2021,Female,65,49263
2021,Female,66,47278
2021,Female,67,46124
2021,Female,68,44659
2021,Female,69,44257
2021,Female,70,42400
2021,Female,71,43268
2021,Female,72,42514
2021,Female,73,42834
2021,Female,74,41890
2021,Female,75,41393
2021,Female,76,39040
2021,Female,77,38305
2021,Female,78,36753
2021,Female,79,34427
2021,Female,80,32088
2021,Female,81,29268
2021,Female,82,27809
2021,Female,83,26178
2021,Female,84,24374
2021,Female,85,23323
2021,Female,86,21889
2021,Female,87,20205
2021,Female,88,18303
2021,Female,89,16604
2021,Female,90,14513
2021,Female,91,13008
2021,Female,92,10731
2021,Female,93,8849
2021,Female,94,7174
2021,Female,95,5678
2021,Female,96,4346
2021,Female,97,3329
2021,Female,98,2336
2021,Female,99,4060
