Year,Sex,Marital status,Age,Count
2006,Female,Single,54,20
2006,Female,Married,54,56
2006,Female,Widowed,54,7
2006,Female,Divorced,54,28
2006,Female,Unmarried,54,0
2006,Female,In a registered partnership,54,0
2006,Female,Partnership dissolved,54,0
2007,Male,Single,54,41
2007,Male,Married,54,115
2007,Male,Widowed,54,2
2007,Male,Divorced,54,43
2007,Male,Unmarried,54,0
2007,Male,In a registered partnership,54,0
2007,Male,Partnership dissolved,54,0
2007,Female,Single,54,13
2007,Female,Married,54,71
2007,Female,Widowed,54,7
2007,Female,Divorced,54,19
2007,Female,Unmarried,54,1
2007,Female,In a registered partnership,54,0
2007,Female,Partnership dissolved,54,0
2008,Male,Single,54,46
2008,Male,Married,54,101
2008,Male,Widowed,54,1
2008,Male,Divorced,54,43
2008,Male,Unmarried,54,0
2008,Male,In a registered partnership,54,0
2008,Male,Partnership dissolved,54,0
2008,Female,Single,54,22
2008,Female,Married,54,60
2008,Female,Widowed,54,9
2008,Female,Divorced,54,29
2008,Female,Unmarried,54,0
2008,Female,In a registered partnership,54,0
2008,Female,Partnership dissolved,54,0
2009,Male,Single,54,55
2009,Male,Married,54,129
2009,Male,Widowed,54,1
2009,Male,Divorced,54,50
2009,Male,Unmarried,54,0
2009,Male,In a registered partnership,54,1
2009,Male,Partnership dissolved,54,0
2009,Female,Single,54,18
2009,Female,Married,54,80
2009,Female,Widowed,54,8
2009,Female,Divorced,54,27
2009,Female,Unmarried,54,1
2009,Female,In a registered partnership,54,0
2009,Female,Partnership dissolved,54,0
2010,Male,Single,54,40
2010,Male,Married,54,100
2010,Male,Widowed,54,0
2010,Male,Divorced,54,43
2010,Male,Unmarried,54,0
2010,Male,In a registered partnership,54,2
2010,Male,Partnership dissolved,54,0
2010,Female,Single,54,22
2010,Female,Married,54,72
2010,Female,Widowed,54,12
2010,Female,Divorced,54,24
2010,Female,Unmarried,54,0
2010,Female,In a registered partnership,54,0
2010,Female,Partnership dissolved,54,0
2011,Male,Single,54,58
2011,Male,Married,54,108
2011,Male,Widowed,54,2
2011,Male,Divorced,54,49
2011,Male,Unmarried,54,0
2011,Male,In a registered partnership,54,0
2011,Male,Partnership dissolved,54,0
2011,Female,Single,54,19
2011,Female,Married,54,62
2011,Female,Widowed,54,2
2011,Female,Divorced,54,23
2011,Female,Unmarried,54,0
2011,Female,In a registered partnership,54,0
2011,Female,Partnership dissolved,54,0
2012,Male,Single,54,51
2012,Male,Married,54,115
2012,Male,Widowed,54,0
2012,Male,Divorced,54,60
2012,Male,Unmarried,54,0
2012,Male,In a registered partnership,54,1
2012,Male,Partnership dissolved,54,0
2012,Female,Single,54,27
2012,Female,Married,54,70
2012,Female,Widowed,54,8
2012,Female,Divorced,54,23
2012,Female,Unmarried,54,0
2012,Female,In a registered partnership,54,0
2012,Female,Partnership dissolved,54,0
2013,Male,Single,54,67
2013,Male,Married,54,106
2013,Male,Widowed,54,1
2013,Male,Divorced,54,49
2013,Male,Unmarried,54,0
2013,Male,In a registered partnership,54,0
2013,Male,Partnership dissolved,54,0
2013,Female,Single,54,27
2013,Female,Married,54,62
2013,Female,Widowed,54,5
2013,Female,Divorced,54,31
2013,Female,Unmarried,54,0
2013,Female,In a registered partnership,54,0
2013,Female,Partnership dissolved,54,0
2014,Male,Single,54,57
2014,Male,Married,54,91
2014,Male,Widowed,54,2
2014,Male,Divorced,54,46
2014,Male,Unmarried,54,0
2014,Male,In a registered partnership,54,1
2014,Male,Partnership dissolved,54,0
2014,Female,Single,54,22
2014,Female,Married,54,71
2014,Female,Widowed,54,6
2014,Female,Divorced,54,31
2014,Female,Unmarried,54,0
2014,Female,In a registered partnership,54,0
2014,Female,Partnership dissolved,54,0
2015,Male,Single,54,50
2015,Male,Married,54,97
2015,Male,Widowed,54,5
2015,Male,Divorced,54,48
2015,Male,Unmarried,54,0
2015,Male,In a registered partnership,54,1
2015,Male,Partnership dissolved,54,0
2015,Female,Single,54,30
2015,Female,Married,54,69
2015,Female,Widowed,54,8
2015,Female,Divorced,54,28
2015,Female,Unmarried,54,0
2015,Female,In a registered partnership,54,1
2015,Female,Partnership dissolved,54,0
2016,Male,Single,54,71
2016,Male,Married,54,97
2016,Male,Widowed,54,2
2016,Male,Divorced,54,44
2016,Male,Unmarried,54,0
2016,Male,In a registered partnership,54,3
2016,Male,Partnership dissolved,54,0
2016,Female,Single,54,28
2016,Female,Married,54,61
2016,Female,Widowed,54,5
2016,Female,Divorced,54,38
2016,Female,Unmarried,54,0
2016,Female,In a registered partnership,54,0
2016,Female,Partnership dissolved,54,1
2017,Male,Single,54,66
2017,Male,Married,54,104
2017,Male,Widowed,54,3
2017,Male,Divorced,54,44
2017,Male,Unmarried,54,0
2017,Male,In a registered partnership,54,0
2017,Male,Partnership dissolved,54,0
2017,Female,Single,54,20
2017,Female,Married,54,46
2017,Female,Widowed,54,6
2017,Female,Divorced,54,32
2017,Female,Unmarried,54,0
2017,Female,In a registered partnership,54,0
2017,Female,Partnership dissolved,54,0
2018,Male,Single,54,64
2018,Male,Married,54,96
2018,Male,Widowed,54,2
2018,Male,Divorced,54,62
2018,Male,Unmarried,54,0
2018,Male,In a registered partnership,54,0
2018,Male,Partnership dissolved,54,0
2018,Female,Single,54,35
2018,Female,Married,54,63
2018,Female,Widowed,54,4
2018,Female,Divorced,54,28
2018,Female,Unmarried,54,0
2018,Female,In a registered partnership,54,0
2018,Female,Partnership dissolved,54,0
2019,Male,Single,54,59
2019,Male,Married,54,81
2019,Male,Widowed,54,1
2019,Male,Divorced,54,42
2019,Male,Unmarried,54,0
2019,Male,In a registered partnership,54,1
2019,Male,Partnership dissolved,54,0
2019,Female,Single,54,38
2019,Female,Married,54,56
2019,Female,Widowed,54,6
2019,Female,Divorced,54,28
2019,Female,Unmarried,54,0
2019,Female,In a registered partnership,54,1
2019,Female,Partnership dissolved,54,0
2020,Male,Single,54,59
2020,Male,Married,54,76
2020,Male,Widowed,54,3
2020,Male,Divorced,54,45
2020,Male,Unmarried,54,0
2020,Male,In a registered partnership,54,1
2020,Male,Partnership dissolved,54,0
2020,Female,Single,54,30
2020,Female,Married,54,51
2020,Female,Widowed,54,5
2020,Female,Divorced,54,35
2020,Female,Unmarried,54,0
2020,Female,In a registered partnership,54,0
2020,Female,Partnership dissolved,54,0
2021,Male,Single,54,69
2021,Male,Married,54,84
2021,Male,Widowed,54,2
2021,Male,Divorced,54,46
2021,Male,Unmarried,54,0
2021,Male,In a registered partnership,54,2
2021,Male,Partnership dissolved,54,0
2021,Female,Single,54,30
2021,Female,Married,54,54
2021,Female,Widowed,54,6
2021,Female,Divorced,54,33
2021,Female,Unmarried,54,0
2021,Female,In a registered partnership,54,0
2021,Female,Partnership dissolved,54,0
2004,Male,Single,55,46
2004,Male,Married,55,150
2004,Male,Widowed,55,2
2004,Male,Divorced,55,52
2004,Male,Unmarried,55,0
2004,Male,In a registered partnership,55,0
2004,Male,Partnership dissolved,55,0
2004,Female,Single,55,19
2004,Female,Married,55,86
2004,Female,Widowed,55,8
2004,Female,Divorced,55,21
2004,Female,Unmarried,55,0
2004,Female,In a registered partnership,55,0
2004,Female,Partnership dissolved,55,0
2005,Male,Single,55,49
2005,Male,Married,55,129
2005,Male,Widowed,55,1
2005,Male,Divorced,55,40
2005,Male,Unmarried,55,0
2005,Male,In a registered partnership,55,0
2005,Male,Partnership dissolved,55,0
2005,Female,Single,55,18
2005,Female,Married,55,69
2005,Female,Widowed,55,6
2005,Female,Divorced,55,35
2005,Female,Unmarried,55,0
2005,Female,In a registered partnership,55,0
2005,Female,Partnership dissolved,55,0
2006,Male,Single,55,46
2006,Male,Married,55,114
2006,Male,Widowed,55,3
2006,Male,Divorced,55,47
2006,Male,Unmarried,55,0
2006,Male,In a registered partnership,55,0
2006,Male,Partnership dissolved,55,0
2006,Female,Single,55,17
2006,Female,Married,55,70
2006,Female,Widowed,55,6
2006,Female,Divorced,55,33
2006,Female,Unmarried,55,0
2006,Female,In a registered partnership,55,0
2006,Female,Partnership dissolved,55,0
2007,Male,Single,55,64
2007,Male,Married,55,133
2007,Male,Widowed,55,4
2007,Male,Divorced,55,40
2007,Male,Unmarried,55,0
2007,Male,In a registered partnership,55,0
2007,Male,Partnership dissolved,55,0
2007,Female,Single,55,26
2007,Female,Married,55,90
2007,Female,Widowed,55,13
2007,Female,Divorced,55,30
2007,Female,Unmarried,55,0
2007,Female,In a registered partnership,55,0
2007,Female,Partnership dissolved,55,0
2008,Male,Single,55,40
2008,Male,Married,55,115
2008,Male,Widowed,55,5
2008,Male,Divorced,55,42
2008,Male,Unmarried,55,1
2008,Male,In a registered partnership,55,0
2008,Male,Partnership dissolved,55,0
2008,Female,Single,55,21
2008,Female,Married,55,92
2008,Female,Widowed,55,5
2008,Female,Divorced,55,26
2008,Female,Unmarried,55,0
2008,Female,In a registered partnership,55,0
2008,Female,Partnership dissolved,55,0
2009,Male,Single,55,52
2009,Male,Married,55,131
2009,Male,Widowed,55,4
2009,Male,Divorced,55,55
2009,Male,Unmarried,55,0
2009,Male,In a registered partnership,55,0
2009,Male,Partnership dissolved,55,0
2009,Female,Single,55,30
2009,Female,Married,55,68
2009,Female,Widowed,55,11
2009,Female,Divorced,55,22
2009,Female,Unmarried,55,0
2009,Female,In a registered partnership,55,0
2009,Female,Partnership dissolved,55,0
2010,Male,Single,55,50
2010,Male,Married,55,131
2010,Male,Widowed,55,3
2010,Male,Divorced,55,44
2010,Male,Unmarried,55,0
2010,Male,In a registered partnership,55,0
2010,Male,Partnership dissolved,55,0
2010,Female,Single,55,21
2010,Female,Married,55,66
2010,Female,Widowed,55,7
2010,Female,Divorced,55,27
2010,Female,Unmarried,55,0
2010,Female,In a registered partnership,55,0
2010,Female,Partnership dissolved,55,0
2011,Male,Single,55,49
2011,Male,Married,55,117
2011,Male,Widowed,55,2
2011,Male,Divorced,55,63
2011,Male,Unmarried,55,0
2011,Male,In a registered partnership,55,0
2011,Male,Partnership dissolved,55,0
2011,Female,Single,55,12
2011,Female,Married,55,72
2011,Female,Widowed,55,7
2011,Female,Divorced,55,29
2011,Female,Unmarried,55,0
2011,Female,In a registered partnership,55,0
2011,Female,Partnership dissolved,55,0
2012,Male,Single,55,49
2012,Male,Married,55,127
2012,Male,Widowed,55,5
2012,Male,Divorced,55,34
2012,Male,Unmarried,55,0
2012,Male,In a registered partnership,55,0
2012,Male,Partnership dissolved,55,0
2012,Female,Single,55,26
2012,Female,Married,55,70
2012,Female,Widowed,55,7
2012,Female,Divorced,55,39
2012,Female,Unmarried,55,0
2012,Female,In a registered partnership,55,0
2012,Female,Partnership dissolved,55,0
2013,Male,Single,55,66
2013,Male,Married,55,112
2013,Male,Widowed,55,7
2013,Male,Divorced,55,41
2013,Male,Unmarried,55,0
2013,Male,In a registered partnership,55,1
2013,Male,Partnership dissolved,55,0
2013,Female,Single,55,24
2013,Female,Married,55,59
2013,Female,Widowed,55,10
2013,Female,Divorced,55,38
2013,Female,Unmarried,55,0
2013,Female,In a registered partnership,55,2
2013,Female,Partnership dissolved,55,0
2014,Male,Single,55,54
2014,Male,Married,55,104
2014,Male,Widowed,55,2
2014,Male,Divorced,55,38
2014,Male,Unmarried,55,0
2014,Male,In a registered partnership,55,1
2014,Male,Partnership dissolved,55,0
2014,Female,Single,55,21
2014,Female,Married,55,80
2014,Female,Widowed,55,12
2014,Female,Divorced,55,34
2014,Female,Unmarried,55,1
2014,Female,In a registered partnership,55,0
2014,Female,Partnership dissolved,55,0
2015,Male,Single,55,69
2015,Male,Married,55,124
2015,Male,Widowed,55,3
2015,Male,Divorced,55,42
2015,Male,Unmarried,55,0
2015,Male,In a registered partnership,55,1
2015,Male,Partnership dissolved,55,0
2015,Female,Single,55,24
2015,Female,Married,55,64
2015,Female,Widowed,55,5
2015,Female,Divorced,55,34
2015,Female,Unmarried,55,0
2015,Female,In a registered partnership,55,0
2015,Female,Partnership dissolved,55,0
2016,Male,Single,55,66
2016,Male,Married,55,100
2016,Male,Widowed,55,2
2016,Male,Divorced,55,46
2016,Male,Unmarried,55,0
2016,Male,In a registered partnership,55,0
2016,Male,Partnership dissolved,55,0
2016,Female,Single,55,22
2016,Female,Married,55,67
2016,Female,Widowed,55,1
2016,Female,Divorced,55,36
2016,Female,Unmarried,55,0
2016,Female,In a registered partnership,55,1
2016,Female,Partnership dissolved,55,0
2017,Male,Single,55,69
2017,Male,Married,55,110
2017,Male,Widowed,55,1
2017,Male,Divorced,55,59
2017,Male,Unmarried,55,0
2017,Male,In a registered partnership,55,0
2017,Male,Partnership dissolved,55,0
2017,Female,Single,55,34
2017,Female,Married,55,75
2017,Female,Widowed,55,8
2017,Female,Divorced,55,48
2017,Female,Unmarried,55,0
2017,Female,In a registered partnership,55,0
2017,Female,Partnership dissolved,55,0
2018,Male,Single,55,69
2018,Male,Married,55,117
2018,Male,Widowed,55,8
2018,Male,Divorced,55,47
2018,Male,Unmarried,55,0
2018,Male,In a registered partnership,55,1
2018,Male,Partnership dissolved,55,0
2018,Female,Single,55,38
2018,Female,Married,55,73
2018,Female,Widowed,55,3
2018,Female,Divorced,55,35
2018,Female,Unmarried,55,0
2018,Female,In a registered partnership,55,2
2018,Female,Partnership dissolved,55,0
2019,Male,Single,55,87
2019,Male,Married,55,95
2019,Male,Widowed,55,3
2019,Male,Divorced,55,55
2019,Male,Unmarried,55,0
2019,Male,In a registered partnership,55,3
2019,Male,Partnership dissolved,55,0
2019,Female,Single,55,27
2019,Female,Married,55,55
2019,Female,Widowed,55,3
2019,Female,Divorced,55,31
2019,Female,Unmarried,55,0
2019,Female,In a registered partnership,55,2
2019,Female,Partnership dissolved,55,0
2020,Male,Single,55,65
2020,Male,Married,55,98
2020,Male,Widowed,55,0
2020,Male,Divorced,55,54
2020,Male,Unmarried,55,0
2020,Male,In a registered partnership,55,3
2020,Male,Partnership dissolved,55,0
2020,Female,Single,55,29
2020,Female,Married,55,60
2020,Female,Widowed,55,4
2020,Female,Divorced,55,36
2020,Female,Unmarried,55,0
2020,Female,In a registered partnership,55,0
2020,Female,Partnership dissolved,55,0
2021,Male,Single,55,74
2021,Male,Married,55,109
2021,Male,Widowed,55,1
2021,Male,Divorced,55,51
2021,Male,Unmarried,55,0
2021,Male,In a registered partnership,55,1
2021,Male,Partnership dissolved,55,0
2021,Female,Single,55,38
2021,Female,Married,55,50
2021,Female,Widowed,55,5
2021,Female,Divorced,55,27
2021,Female,Unmarried,55,0
2021,Female,In a registered partnership,55,1
2021,Female,Partnership dissolved,55,0
2004,Male,Single,56,44
2004,Male,Married,56,166
2004,Male,Widowed,56,8
2004,Male,Divorced,56,57
2004,Male,Unmarried,56,0
2004,Male,In a registered partnership,56,0
2004,Male,Partnership dissolved,56,0
2004,Female,Single,56,13
2004,Female,Married,56,82
2004,Female,Widowed,56,10
2004,Female,Divorced,56,31
2004,Female,Unmarried,56,0
2004,Female,In a registered partnership,56,0
2004,Female,Partnership dissolved,56,0
2005,Male,Single,56,49
2005,Male,Married,56,157
2005,Male,Widowed,56,4
2005,Male,Divorced,56,61
2005,Male,Unmarried,56,1
2005,Male,In a registered partnership,56,0
2005,Male,Partnership dissolved,56,0
2005,Female,Single,56,17
2005,Female,Married,56,76
2005,Female,Widowed,56,10
2005,Female,Divorced,56,26
2005,Female,Unmarried,56,0
2005,Female,In a registered partnership,56,0
2005,Female,Partnership dissolved,56,0
2006,Male,Single,56,55
2006,Male,Married,56,157
2006,Male,Widowed,56,5
2006,Male,Divorced,56,38
2006,Male,Unmarried,56,0
2006,Male,In a registered partnership,56,0
2006,Male,Partnership dissolved,56,0
2006,Female,Single,56,25
2006,Female,Married,56,82
2006,Female,Widowed,56,7
2006,Female,Divorced,56,41
2006,Female,Unmarried,56,0
2006,Female,In a registered partnership,56,0
2006,Female,Partnership dissolved,56,0
2007,Male,Single,56,52
2007,Male,Married,56,130
2007,Male,Widowed,56,4
2007,Male,Divorced,56,56
2007,Male,Unmarried,56,0
2007,Male,In a registered partnership,56,0
2007,Male,Partnership dissolved,56,0
2007,Female,Single,56,27
2007,Female,Married,56,79
2007,Female,Widowed,56,9
2007,Female,Divorced,56,30
2007,Female,Unmarried,56,0
2007,Female,In a registered partnership,56,0
2007,Female,Partnership dissolved,56,0
2008,Male,Single,56,43
2008,Male,Married,56,136
2008,Male,Widowed,56,6
2008,Male,Divorced,56,51
2008,Male,Unmarried,56,0
2008,Male,In a registered partnership,56,1
2008,Male,Partnership dissolved,56,0
2008,Female,Single,56,25
2008,Female,Married,56,81
2008,Female,Widowed,56,10
2008,Female,Divorced,56,25
2008,Female,Unmarried,56,0
2008,Female,In a registered partnership,56,1
2008,Female,Partnership dissolved,56,0
2009,Male,Single,56,46
2009,Male,Married,56,131
2009,Male,Widowed,56,4
2009,Male,Divorced,56,43
2009,Male,Unmarried,56,0
2009,Male,In a registered partnership,56,2
2009,Male,Partnership dissolved,56,0
2009,Female,Single,56,23
2009,Female,Married,56,97
2009,Female,Widowed,56,8
2009,Female,Divorced,56,33
2009,Female,Unmarried,56,0
2009,Female,In a registered partnership,56,0
2009,Female,Partnership dissolved,56,0
2010,Male,Single,56,56
2010,Male,Married,56,137
2010,Male,Widowed,56,5
2010,Male,Divorced,56,53
2010,Male,Unmarried,56,0
2010,Male,In a registered partnership,56,1
2010,Male,Partnership dissolved,56,0
2010,Female,Single,56,31
2010,Female,Married,56,86
2010,Female,Widowed,56,9
2010,Female,Divorced,56,36
2010,Female,Unmarried,56,1
2010,Female,In a registered partnership,56,1
2010,Female,Partnership dissolved,56,0
2011,Male,Single,56,33
2011,Male,Married,56,126
2011,Male,Widowed,56,8
2011,Male,Divorced,56,58
2011,Male,Unmarried,56,0
2011,Male,In a registered partnership,56,2
2011,Male,Partnership dissolved,56,0
2011,Female,Single,56,22
2011,Female,Married,56,66
2011,Female,Widowed,56,7
2011,Female,Divorced,56,32
2011,Female,Unmarried,56,0
2011,Female,In a registered partnership,56,1
2011,Female,Partnership dissolved,56,0
2012,Male,Single,56,77
2012,Male,Married,56,110
2012,Male,Widowed,56,6
2012,Male,Divorced,56,57
2012,Male,Unmarried,56,0
2012,Male,In a registered partnership,56,0
2012,Male,Partnership dissolved,56,0
2012,Female,Single,56,27
2012,Female,Married,56,78
2012,Female,Widowed,56,4
2012,Female,Divorced,56,44
2012,Female,Unmarried,56,0
2012,Female,In a registered partnership,56,0
2012,Female,Partnership dissolved,56,0
2013,Male,Single,56,56
2013,Male,Married,56,121
2013,Male,Widowed,56,5
2013,Male,Divorced,56,64
2013,Male,Unmarried,56,1
2013,Male,In a registered partnership,56,0
2013,Male,Partnership dissolved,56,0
2013,Female,Single,56,27
2013,Female,Married,56,60
2013,Female,Widowed,56,7
2013,Female,Divorced,56,41
2013,Female,Unmarried,56,0
2013,Female,In a registered partnership,56,0
2013,Female,Partnership dissolved,56,0
2014,Male,Single,56,59
2014,Male,Married,56,135
2014,Male,Widowed,56,4
2014,Male,Divorced,56,46
2014,Male,Unmarried,56,0
2014,Male,In a registered partnership,56,0
2014,Male,Partnership dissolved,56,0
2014,Female,Single,56,22
2014,Female,Married,56,83
2014,Female,Widowed,56,7
2014,Female,Divorced,56,37
2014,Female,Unmarried,56,0
2014,Female,In a registered partnership,56,1
2014,Female,Partnership dissolved,56,0
2015,Male,Single,56,56
2015,Male,Married,56,127
2015,Male,Widowed,56,5
2015,Male,Divorced,56,61
2015,Male,Unmarried,56,0
2015,Male,In a registered partnership,56,1
2015,Male,Partnership dissolved,56,0
2015,Female,Single,56,31
2015,Female,Married,56,78
2015,Female,Widowed,56,6
2015,Female,Divorced,56,33
2015,Female,Unmarried,56,0
2015,Female,In a registered partnership,56,1
2015,Female,Partnership dissolved,56,0
2016,Male,Single,56,60
2016,Male,Married,56,116
2016,Male,Widowed,56,2
2016,Male,Divorced,56,54
2016,Male,Unmarried,56,0
2016,Male,In a registered partnership,56,2
2016,Male,Partnership dissolved,56,0
2016,Female,Single,56,31
2016,Female,Married,56,74
2016,Female,Widowed,56,6
2016,Female,Divorced,56,43
2016,Female,Unmarried,56,0
2016,Female,In a registered partnership,56,0
2016,Female,Partnership dissolved,56,0
2017,Male,Single,56,69
2017,Male,Married,56,120
2017,Male,Widowed,56,2
2017,Male,Divorced,56,57
2017,Male,Unmarried,56,0
2017,Male,In a registered partnership,56,0
2017,Male,Partnership dissolved,56,0
2017,Female,Single,56,30
2017,Female,Married,56,67
2017,Female,Widowed,56,12
2017,Female,Divorced,56,31
2017,Female,Unmarried,56,0
2017,Female,In a registered partnership,56,0
2017,Female,Partnership dissolved,56,0
2018,Male,Single,56,71
2018,Male,Married,56,117
2018,Male,Widowed,56,4
2018,Male,Divorced,56,44
2018,Male,Unmarried,56,0
2018,Male,In a registered partnership,56,2
2018,Male,Partnership dissolved,56,0
2018,Female,Single,56,32
2018,Female,Married,56,66
2018,Female,Widowed,56,7
2018,Female,Divorced,56,37
2018,Female,Unmarried,56,0
2018,Female,In a registered partnership,56,0
2018,Female,Partnership dissolved,56,0
2019,Male,Single,56,67
2019,Male,Married,56,124
2019,Male,Widowed,56,4
2019,Male,Divorced,56,54
2019,Male,Unmarried,56,0
2019,Male,In a registered partnership,56,1
2019,Male,Partnership dissolved,56,0
2019,Female,Single,56,27
2019,Female,Married,56,66
2019,Female,Widowed,56,3
2019,Female,Divorced,56,45
2019,Female,Unmarried,56,0
2019,Female,In a registered partnership,56,0
2019,Female,Partnership dissolved,56,0
2020,Male,Single,56,87
2020,Male,Married,56,112
2020,Male,Widowed,56,1
2020,Male,Divorced,56,67
2020,Male,Unmarried,56,0
2020,Male,In a registered partnership,56,2
2020,Male,Partnership dissolved,56,1
2020,Female,Single,56,33
2020,Female,Married,56,69
2020,Female,Widowed,56,9
2020,Female,Divorced,56,41
2020,Female,Unmarried,56,0
2020,Female,In a registered partnership,56,1
2020,Female,Partnership dissolved,56,0
2021,Male,Single,56,65
2021,Male,Married,56,121
2021,Male,Widowed,56,2
2021,Male,Divorced,56,55
2021,Male,Unmarried,56,0
2021,Male,In a registered partnership,56,3
2021,Male,Partnership dissolved,56,1
2021,Female,Single,56,43
2021,Female,Married,56,64
2021,Female,Widowed,56,6
2021,Female,Divorced,56,28
2021,Female,Unmarried,56,0
2021,Female,In a registered partnership,56,1
2021,Female,Partnership dissolved,56,0
2004,Male,Single,57,48
2004,Male,Married,57,174
2004,Male,Widowed,57,6
2004,Male,Divorced,57,49
2004,Male,Unmarried,57,1
2004,Male,In a registered partnership,57,0
2004,Male,Partnership dissolved,57,0
2004,Female,Single,57,17
2004,Female,Married,57,96
2004,Female,Widowed,57,19
2004,Female,Divorced,57,27
2004,Female,Unmarried,57,0
2004,Female,In a registered partnership,57,0
2004,Female,Partnership dissolved,57,0
2005,Male,Single,57,60
2005,Male,Married,57,163
2005,Male,Widowed,57,8
2005,Male,Divorced,57,53
2005,Male,Unmarried,57,0
2005,Male,In a registered partnership,57,0
2005,Male,Partnership dissolved,57,0
2005,Female,Single,57,24
2005,Female,Married,57,87
2005,Female,Widowed,57,16
2005,Female,Divorced,57,22
2005,Female,Unmarried,57,0
2005,Female,In a registered partnership,57,0
2005,Female,Partnership dissolved,57,0
2006,Male,Single,57,59
2006,Male,Married,57,179
2006,Male,Widowed,57,11
2006,Male,Divorced,57,53
2006,Male,Unmarried,57,0
2006,Male,In a registered partnership,57,0
2006,Male,Partnership dissolved,57,0
2006,Female,Single,57,12
2006,Female,Married,57,89
2006,Female,Widowed,57,16
2006,Female,Divorced,57,40
2006,Female,Unmarried,57,0
2006,Female,In a registered partnership,57,0
2006,Female,Partnership dissolved,57,0
2007,Male,Single,57,56
2007,Male,Married,57,144
2007,Male,Widowed,57,10
2007,Male,Divorced,57,56
2007,Male,Unmarried,57,0
2007,Male,In a registered partnership,57,0
2007,Male,Partnership dissolved,57,0
2007,Female,Single,57,24
2007,Female,Married,57,92
2007,Female,Widowed,57,16
2007,Female,Divorced,57,35
2007,Female,Unmarried,57,0
2007,Female,In a registered partnership,57,0
2007,Female,Partnership dissolved,57,0
2008,Male,Single,57,52
2008,Male,Married,57,119
2008,Male,Widowed,57,6
2008,Male,Divorced,57,50
2008,Male,Unmarried,57,0
2008,Male,In a registered partnership,57,0
2008,Male,Partnership dissolved,57,0
2008,Female,Single,57,11
2008,Female,Married,57,68
2008,Female,Widowed,57,19
2008,Female,Divorced,57,27
2008,Female,Unmarried,57,0
2008,Female,In a registered partnership,57,0
2008,Female,Partnership dissolved,57,0
2009,Male,Single,57,45
2009,Male,Married,57,153
2009,Male,Widowed,57,6
2009,Male,Divorced,57,47
2009,Male,Unmarried,57,0
2009,Male,In a registered partnership,57,1
2009,Male,Partnership dissolved,57,0
2009,Female,Single,57,29
2009,Female,Married,57,74
2009,Female,Widowed,57,5
2009,Female,Divorced,57,28
2009,Female,Unmarried,57,0
2009,Female,In a registered partnership,57,0
2009,Female,Partnership dissolved,57,0
2010,Male,Single,57,44
2010,Male,Married,57,145
2010,Male,Widowed,57,3
2010,Male,Divorced,57,71
2010,Male,Unmarried,57,0
2010,Male,In a registered partnership,57,0
2010,Male,Partnership dissolved,57,0
2010,Female,Single,57,19
2010,Female,Married,57,81
2010,Female,Widowed,57,14
2010,Female,Divorced,57,22
2010,Female,Unmarried,57,0
2010,Female,In a registered partnership,57,0
2010,Female,Partnership dissolved,57,0
2011,Male,Single,57,58
2011,Male,Married,57,132
2011,Male,Widowed,57,1
2011,Male,Divorced,57,49
2011,Male,Unmarried,57,0
2011,Male,In a registered partnership,57,1
2011,Male,Partnership dissolved,57,0
2011,Female,Single,57,30
2011,Female,Married,57,71
2011,Female,Widowed,57,12
2011,Female,Divorced,57,26
2011,Female,Unmarried,57,0
2011,Female,In a registered partnership,57,1
2011,Female,Partnership dissolved,57,0
2012,Male,Single,57,56
2012,Male,Married,57,133
2012,Male,Widowed,57,6
2012,Male,Divorced,57,62
2012,Male,Unmarried,57,0
2012,Male,In a registered partnership,57,1
2012,Male,Partnership dissolved,57,0
2012,Female,Single,57,33
2012,Female,Married,57,86
2012,Female,Widowed,57,13
2012,Female,Divorced,57,31
2012,Female,Unmarried,57,0
2012,Female,In a registered partnership,57,2
2012,Female,Partnership dissolved,57,0
2013,Male,Single,57,66
2013,Male,Married,57,135
2013,Male,Widowed,57,1
2013,Male,Divorced,57,53
2013,Male,Unmarried,57,0
2013,Male,In a registered partnership,57,0
2013,Male,Partnership dissolved,57,0
2013,Female,Single,57,25
2013,Female,Married,57,70
2013,Female,Widowed,57,10
2013,Female,Divorced,57,34
2013,Female,Unmarried,57,0
2013,Female,In a registered partnership,57,0
2013,Female,Partnership dissolved,57,0
2014,Male,Single,57,75
2014,Male,Married,57,134
2014,Male,Widowed,57,1
2014,Male,Divorced,57,63
2014,Male,Unmarried,57,0
2014,Male,In a registered partnership,57,0
2014,Male,Partnership dissolved,57,1
2014,Female,Single,57,36
2014,Female,Married,57,66
2014,Female,Widowed,57,12
2014,Female,Divorced,57,43
2014,Female,Unmarried,57,0
2014,Female,In a registered partnership,57,0
2014,Female,Partnership dissolved,57,0
2015,Male,Single,57,58
2015,Male,Married,57,106
2015,Male,Widowed,57,6
2015,Male,Divorced,57,64
2015,Male,Unmarried,57,0
2015,Male,In a registered partnership,57,1
2015,Male,Partnership dissolved,57,0
2015,Female,Single,57,28
2015,Female,Married,57,58
2015,Female,Widowed,57,8
2015,Female,Divorced,57,50
2015,Female,Unmarried,57,0
2015,Female,In a registered partnership,57,0
2015,Female,Partnership dissolved,57,0
2016,Male,Single,57,61
2016,Male,Married,57,136
2016,Male,Widowed,57,7
2016,Male,Divorced,57,75
2016,Male,Unmarried,57,0
2016,Male,In a registered partnership,57,1
2016,Male,Partnership dissolved,57,0
2016,Female,Single,57,33
2016,Female,Married,57,83
