Year,Age_of_husband,Age_of_wife,Count
2001,20-29 ans,80-89 ans,0
2001,20-29 ans,90 ans ou plus,0
2001,20-29 ans,Moins de 20 ans,3
2001,30-39 ans,20-29 ans,1039
2001,30-39 ans,30-39 ans,3812
2001,30-39 ans,40-49 ans,665
2001,30-39 ans,50-59 ans,155
2001,30-39 ans,60-69 ans,29
2001,30-39 ans,70-79 ans,4
2001,30-39 ans,80-89 ans,0
2001,30-39 ans,90 ans ou plus,0
2001,30-39 ans,Moins de 20 ans,0
2001,40-49 ans,20-29 ans,139
2001,40-49 ans,30-39 ans,1951
2001,40-49 ans,40-49 ans,2862
2001,40-49 ans,50-59 ans,287
2001,40-49 ans,60-69 ans,28
2001,40-49 ans,70-79 ans,1
2001,40-49 ans,80-89 ans,2
2001,40-49 ans,90 ans ou plus,0
2001,40-49 ans,Moins de 20 ans,0
2001,50-59 ans,20-29 ans,42
2001,50-59 ans,30-39 ans,291
2001,50-59 ans,40-49 ans,1128
2001,50-59 ans,50-59 ans,1234
2001,50-59 ans,60-69 ans,115
2001,50-59 ans,70-79 ans,4
2001,50-59 ans,80-89 ans,0
2001,50-59 ans,90 ans ou plus,0
2001,50-59 ans,Moins de 20 ans,0
2001,60-69 ans,20-29 ans,7
2001,60-69 ans,30-39 ans,52
2001,60-69 ans,40-49 ans,106
2001,60-69 ans,50-59 ans,293
2001,60-69 ans,60-69 ans,307
2001,60-69 ans,70-79 ans,32
2001,60-69 ans,80-89 ans,0
2001,60-69 ans,90 ans ou plus,0
2001,60-69 ans,Moins de 20 ans,0
2001,70-79 ans,20-29 ans,2
2001,70-79 ans,30-39 ans,4
2001,70-79 ans,40-49 ans,14
2001,70-79 ans,50-59 ans,23
2001,70-79 ans,60-69 ans,68
2001,70-79 ans,70-79 ans,48
2001,70-79 ans,80-89 ans,2
2001,70-79 ans,90 ans ou plus,0
2001,70-79 ans,Moins de 20 ans,0
2001,80-89 ans,20-29 ans,0
2001,80-89 ans,30-39 ans,3
2001,80-89 ans,40-49 ans,3
2001,80-89 ans,50-59 ans,1
2001,80-89 ans,60-69 ans,5
2001,80-89 ans,70-79 ans,9
2001,80-89 ans,80-89 ans,4
2001,80-89 ans,90 ans ou plus,0
2001,80-89 ans,Moins de 20 ans,0
2001,90 ans ou plus,20-29 ans,0
2001,90 ans ou plus,30-39 ans,0
2001,90 ans ou plus,40-49 ans,0
2001,90 ans ou plus,50-59 ans,0
2001,90 ans ou plus,60-69 ans,0
2001,90 ans ou plus,70-79 ans,0
2001,90 ans ou plus,80-89 ans,0
2001,90 ans ou plus,90 ans ou plus,0
2001,90 ans ou plus,Moins de 20 ans,0
2001,Moins de 20 ans,20-29 ans,1
2001,Moins de 20 ans,30-39 ans,0
2001,Moins de 20 ans,40-49 ans,0
2001,Moins de 20 ans,50-59 ans,0
2001,Moins de 20 ans,60-69 ans,0
2001,Moins de 20 ans,70-79 ans,0
2001,Moins de 20 ans,80-89 ans,0
2001,Moins de 20 ans,90 ans ou plus,0
2001,Moins de 20 ans,Moins de 20 ans,0
2002,20-29 ans,20-29 ans,656
2002,20-29 ans,30-39 ans,228
2002,20-29 ans,40-49 ans,36
2002,20-29 ans,50-59 ans,9
2002,20-29 ans,60-69 ans,4
2002,20-29 ans,70-79 ans,1
2002,20-29 ans,80-89 ans,0
2002,20-29 ans,90 ans ou plus,0
2002,20-29 ans,Moins de 20 ans,8
2002,30-39 ans,20-29 ans,987
2002,30-39 ans,30-39 ans,4090
2002,30-39 ans,40-49 ans,683
2002,30-39 ans,50-59 ans,152
2002,30-39 ans,60-69 ans,19
2002,30-39 ans,70-79 ans,7
2002,30-39 ans,80-89 ans,0
2002,30-39 ans,90 ans ou plus,0
2002,30-39 ans,Moins de 20 ans,1
2002,40-49 ans,20-29 ans,130
2002,40-49 ans,30-39 ans,2040
2002,40-49 ans,40-49 ans,2979
2002,40-49 ans,50-59 ans,340
2002,40-49 ans,60-69 ans,21
2002,40-49 ans,70-79 ans,5
2002,40-49 ans,80-89 ans,1
2002,40-49 ans,90 ans ou plus,0
2002,40-49 ans,Moins de 20 ans,0
2002,50-59 ans,20-29 ans,39
2002,50-59 ans,30-39 ans,287
2002,50-59 ans,40-49 ans,1156
2002,50-59 ans,50-59 ans,1343
2002,50-59 ans,60-69 ans,92
2002,50-59 ans,70-79 ans,5
2002,50-59 ans,80-89 ans,1
2002,50-59 ans,90 ans ou plus,0
2002,50-59 ans,Moins de 20 ans,0
2002,60-69 ans,20-29 ans,5
2002,60-69 ans,30-39 ans,58
2002,60-69 ans,40-49 ans,121
2002,60-69 ans,50-59 ans,331
2002,60-69 ans,60-69 ans,330
2002,60-69 ans,70-79 ans,29
2002,60-69 ans,80-89 ans,0
2002,60-69 ans,90 ans ou plus,0
2002,60-69 ans,Moins de 20 ans,0
2002,70-79 ans,20-29 ans,1
2002,70-79 ans,30-39 ans,9
2002,70-79 ans,40-49 ans,10
2002,70-79 ans,50-59 ans,21
2002,70-79 ans,60-69 ans,54
2002,70-79 ans,70-79 ans,42
2002,70-79 ans,80-89 ans,4
2002,70-79 ans,90 ans ou plus,0
2002,70-79 ans,Moins de 20 ans,0
2002,80-89 ans,20-29 ans,1
2002,80-89 ans,30-39 ans,1
2002,80-89 ans,40-49 ans,1
2002,80-89 ans,50-59 ans,3
2002,80-89 ans,60-69 ans,5
2002,80-89 ans,70-79 ans,12
2002,80-89 ans,80-89 ans,4
2002,80-89 ans,90 ans ou plus,0
2002,80-89 ans,Moins de 20 ans,0
2002,90 ans ou plus,20-29 ans,0
2002,90 ans ou plus,30-39 ans,0
2002,90 ans ou plus,40-49 ans,0
2002,90 ans ou plus,50-59 ans,0
2002,90 ans ou plus,60-69 ans,0
2002,90 ans ou plus,70-79 ans,0
2002,90 ans ou plus,80-89 ans,0
2002,90 ans ou plus,90 ans ou plus,0
2002,90 ans ou plus,Moins de 20 ans,0
2002,Moins de 20 ans,20-29 ans,1
2002,Moins de 20 ans,30-39 ans,0
2002,Moins de 20 ans,40-49 ans,0
2002,Moins de 20 ans,50-59 ans,0
2002,Moins de 20 ans,60-69 ans,0
2002,Moins de 20 ans,70-79 ans,0
2002,Moins de 20 ans,80-89 ans,0
2002,Moins de 20 ans,90 ans ou plus,0
2002,Moins de 20 ans,Moins de 20 ans,0
2003,20-29 ans,20-29 ans,669
2003,20-29 ans,30-39 ans,209
2003,20-29 ans,40-49 ans,39
2003,20-29 ans,50-59 ans,14
2003,20-29 ans,60-69 ans,4
2003,20-29 ans,70-79 ans,1
2003,20-29 ans,80-89 ans,0
2003,20-29 ans,90 ans ou plus,0
2003,20-29 ans,Moins de 20 ans,1
2003,30-39 ans,20-29 ans,998
2003,30-39 ans,30-39 ans,3880
2003,30-39 ans,40-49 ans,711
2003,30-39 ans,50-59 ans,135
2003,30-39 ans,60-69 ans,23
2003,30-39 ans,70-79 ans,1
2003,30-39 ans,80-89 ans,0
2003,30-39 ans,90 ans ou plus,0
2003,30-39 ans,Moins de 20 ans,0
2003,40-49 ans,20-29 ans,158
2003,40-49 ans,30-39 ans,2076
2003,40-49 ans,40-49 ans,3213
2003,40-49 ans,50-59 ans,344
2003,40-49 ans,60-69 ans,36
2003,40-49 ans,70-79 ans,3
2003,40-49 ans,80-89 ans,0
2003,40-49 ans,90 ans ou plus,0
2003,40-49 ans,Moins de 20 ans,0
2003,50-59 ans,20-29 ans,47
2003,50-59 ans,30-39 ans,304
2003,50-59 ans,40-49 ans,1323
2003,50-59 ans,50-59 ans,1347
2003,50-59 ans,60-69 ans,105
2003,50-59 ans,70-79 ans,4
2003,50-59 ans,80-89 ans,0
2003,50-59 ans,90 ans ou plus,0
2003,50-59 ans,Moins de 20 ans,0
2003,60-69 ans,20-29 ans,13
2003,60-69 ans,30-39 ans,47
2003,60-69 ans,40-49 ans,138
2003,60-69 ans,50-59 ans,385
2003,60-69 ans,60-69 ans,340
2003,60-69 ans,70-79 ans,20
2003,60-69 ans,80-89 ans,0
2003,60-69 ans,90 ans ou plus,0
2003,60-69 ans,Moins de 20 ans,0
2003,70-79 ans,20-29 ans,1
2003,70-79 ans,30-39 ans,4
2003,70-79 ans,40-49 ans,22
2003,70-79 ans,50-59 ans,31
2003,70-79 ans,60-69 ans,69
2003,70-79 ans,70-79 ans,40
2003,70-79 ans,80-89 ans,6
2003,70-79 ans,90 ans ou plus,0
2003,70-79 ans,Moins de 20 ans,0
2003,80-89 ans,20-29 ans,0
2003,80-89 ans,30-39 ans,0
2003,80-89 ans,40-49 ans,1
2003,80-89 ans,50-59 ans,3
2003,80-89 ans,60-69 ans,10
2003,80-89 ans,70-79 ans,13
2003,80-89 ans,80-89 ans,6
2003,80-89 ans,90 ans ou plus,0
2003,80-89 ans,Moins de 20 ans,0
2003,90 ans ou plus,20-29 ans,0
2003,90 ans ou plus,30-39 ans,1
2003,90 ans ou plus,40-49 ans,0
2003,90 ans ou plus,50-59 ans,0
2003,90 ans ou plus,60-69 ans,0
2003,90 ans ou plus,70-79 ans,0
2003,90 ans ou plus,80-89 ans,4
2003,90 ans ou plus,90 ans ou plus,0
2003,90 ans ou plus,Moins de 20 ans,0
2003,Moins de 20 ans,20-29 ans,0
2003,Moins de 20 ans,30-39 ans,0
2003,Moins de 20 ans,40-49 ans,0
2003,Moins de 20 ans,50-59 ans,0
2003,Moins de 20 ans,60-69 ans,0
2003,Moins de 20 ans,70-79 ans,0
2003,Moins de 20 ans,80-89 ans,0
2003,Moins de 20 ans,90 ans ou plus,0
2003,Moins de 20 ans,Moins de 20 ans,0
2004,20-29 ans,20-29 ans,646
2004,20-29 ans,30-39 ans,207
2004,20-29 ans,40-49 ans,64
2004,20-29 ans,50-59 ans,11
2004,20-29 ans,60-69 ans,1
2004,20-29 ans,70-79 ans,2
2004,20-29 ans,80-89 ans,0
2004,20-29 ans,90 ans ou plus,0
2004,20-29 ans,Moins de 20 ans,2
2004,30-39 ans,20-29 ans,928
2004,30-39 ans,30-39 ans,3857
2004,30-39 ans,40-49 ans,768
2004,30-39 ans,50-59 ans,144
2004,30-39 ans,60-69 ans,34
2004,30-39 ans,70-79 ans,3
2004,30-39 ans,80-89 ans,0
2004,30-39 ans,90 ans ou plus,0
2004,30-39 ans,Moins de 20 ans,1
2004,40-49 ans,20-29 ans,148
2004,40-49 ans,30-39 ans,2195
2004,40-49 ans,40-49 ans,3616
2004,40-49 ans,50-59 ans,423
2004,40-49 ans,60-69 ans,48
2004,40-49 ans,70-79 ans,5
2004,40-49 ans,80-89 ans,0
2004,40-49 ans,90 ans ou plus,1
2004,40-49 ans,Moins de 20 ans,0
2004,50-59 ans,20-29 ans,38
2004,50-59 ans,30-39 ans,374
2004,50-59 ans,40-49 ans,1445
2004,50-59 ans,50-59 ans,1511
2004,50-59 ans,60-69 ans,127
2004,50-59 ans,70-79 ans,6
2004,50-59 ans,80-89 ans,1
2004,50-59 ans,90 ans ou plus,0
2004,50-59 ans,Moins de 20 ans,0
2004,60-69 ans,20-29 ans,6
2004,60-69 ans,30-39 ans,78
2004,60-69 ans,40-49 ans,174
2004,60-69 ans,50-59 ans,445
2004,60-69 ans,60-69 ans,389
2004,60-69 ans,70-79 ans,26
2004,60-69 ans,80-89 ans,2
2004,60-69 ans,90 ans ou plus,1
2004,60-69 ans,Moins de 20 ans,0
2004,70-79 ans,20-29 ans,4
2004,70-79 ans,30-39 ans,11
2004,70-79 ans,40-49 ans,20
2004,70-79 ans,50-59 ans,38
2004,70-79 ans,60-69 ans,77
2004,70-79 ans,70-79 ans,43
2004,70-79 ans,80-89 ans,1
2004,70-79 ans,90 ans ou plus,0
2004,70-79 ans,Moins de 20 ans,0
2004,80-89 ans,20-29 ans,1
2004,80-89 ans,30-39 ans,2
2004,80-89 ans,40-49 ans,2
2004,80-89 ans,50-59 ans,7
2004,80-89 ans,60-69 ans,3
2004,80-89 ans,70-79 ans,10
2004,80-89 ans,80-89 ans,3
2004,80-89 ans,90 ans ou plus,0
2004,80-89 ans,Moins de 20 ans,0
2004,90 ans ou plus,20-29 ans,0
2004,90 ans ou plus,30-39 ans,0
2004,90 ans ou plus,40-49 ans,0
2004,90 ans ou plus,50-59 ans,0
2004,90 ans ou plus,60-69 ans,0
2004,90 ans ou plus,70-79 ans,0
2004,90 ans ou plus,80-89 ans,0
2004,90 ans ou plus,90 ans ou plus,0
2004,90 ans ou plus,Moins de 20 ans,0
2004,Moins de 20 ans,20-29 ans,0
2004,Moins de 20 ans,30-39 ans,0
2004,Moins de 20 ans,40-49 ans,0
2004,Moins de 20 ans,50-59 ans,0
2004,Moins de 20 ans,60-69 ans,0
2004,Moins de 20 ans,70-79 ans,0
2004,Moins de 20 ans,80-89 ans,0
2004,Moins de 20 ans,90 ans ou plus,0
2004,Moins de 20 ans,Moins de 20 ans,0
2005,20-29 ans,20-29 ans,734
2005,20-29 ans,30-39 ans,277
2005,20-29 ans,40-49 ans,63
2005,20-29 ans,50-59 ans,23
2005,20-29 ans,60-69 ans,3
2005,20-29 ans,70-79 ans,0
2005,20-29 ans,80-89 ans,0
2005,20-29 ans,90 ans ou plus,0
2005,20-29 ans,Moins de 20 ans,4
2005,30-39 ans,20-29 ans,1039
2005,30-39 ans,30-39 ans,3969
2005,30-39 ans,40-49 ans,923
2005,30-39 ans,50-59 ans,181
2005,30-39 ans,60-69 ans,32
2005,30-39 ans,70-79 ans,4
2005,30-39 ans,80-89 ans,0
2005,30-39 ans,90 ans ou plus,0
2005,30-39 ans,Moins de 20 ans,0
2005,40-49 ans,20-29 ans,198
2005,40-49 ans,30-39 ans,2568
2005,40-49 ans,40-49 ans,4600
2005,40-49 ans,50-59 ans,499
2005,40-49 ans,60-69 ans,48
2005,40-49 ans,70-79 ans,7
2005,40-49 ans,80-89 ans,2
2005,40-49 ans,90 ans ou plus,0
2005,40-49 ans,Moins de 20 ans,0
2005,50-59 ans,20-29 ans,45
2005,50-59 ans,30-39 ans,362
2005,50-59 ans,40-49 ans,1879
2005,50-59 ans,50-59 ans,2006
2005,50-59 ans,60-69 ans,172
2005,50-59 ans,70-79 ans,5
2005,50-59 ans,80-89 ans,0
2005,50-59 ans,90 ans ou plus,0
2005,50-59 ans,Moins de 20 ans,1
2005,60-69 ans,20-29 ans,19
2005,60-69 ans,30-39 ans,76
2005,60-69 ans,40-49 ans,216
2005,60-69 ans,50-59 ans,573
2005,60-69 ans,60-69 ans,498
2005,60-69 ans,70-79 ans,24
2005,60-69 ans,80-89 ans,2
2005,60-69 ans,90 ans ou plus,0
2005,60-69 ans,Moins de 20 ans,0
2005,70-79 ans,20-29 ans,3
2005,70-79 ans,30-39 ans,13
2005,70-79 ans,40-49 ans,26
2005,70-79 ans,50-59 ans,45
2005,70-79 ans,60-69 ans,95
2005,70-79 ans,70-79 ans,62
2005,70-79 ans,80-89 ans,6
2005,70-79 ans,90 ans ou plus,0
2005,70-79 ans,Moins de 20 ans,0
2005,80-89 ans,20-29 ans,1
2005,80-89 ans,30-39 ans,1
2005,80-89 ans,40-49 ans,4
2005,80-89 ans,50-59 ans,6
2005,80-89 ans,60-69 ans,1
2005,80-89 ans,70-79 ans,8
2005,80-89 ans,80-89 ans,7
2005,80-89 ans,90 ans ou plus,0
2005,80-89 ans,Moins de 20 ans,0
2005,90 ans ou plus,20-29 ans,0
2005,90 ans ou plus,30-39 ans,0
2005,90 ans ou plus,40-49 ans,0
2005,90 ans ou plus,50-59 ans,0
2005,90 ans ou plus,60-69 ans,0
2005,90 ans ou plus,70-79 ans,1
2005,90 ans ou plus,80-89 ans,1
2005,90 ans ou plus,90 ans ou plus,0
2005,90 ans ou plus,Moins de 20 ans,0
2005,Moins de 20 ans,20-29 ans,0
2005,Moins de 20 ans,30-39 ans,0
2005,Moins de 20 ans,40-49 ans,0
2005,Moins de 20 ans,50-59 ans,0
2005,Moins de 20 ans,60-69 ans,0
2005,Moins de 20 ans,70-79 ans,0
2005,Moins de 20 ans,80-89 ans,0
2005,Moins de 20 ans,90 ans ou plus,0
2005,Moins de 20 ans,Moins de 20 ans,0
2006,20-29 ans,20-29 ans,652
2006,20-29 ans,30-39 ans,270
2006,20-29 ans,40-49 ans,76
2006,20-29 ans,50-59 ans,26
2006,20-29 ans,60-69 ans,1
2006,20-29 ans,70-79 ans,0
2006,20-29 ans,80-89 ans,0
2006,20-29 ans,90 ans ou plus,0
2006,20-29 ans,Moins de 20 ans,1
2006,30-39 ans,20-29 ans,938
2006,30-39 ans,30-39 ans,3605
2006,30-39 ans,40-49 ans,898
2006,30-39 ans,50-59 ans,157
2006,30-39 ans,60-69 ans,33
2006,30-39 ans,70-79 ans,2
2006,30-39 ans,80-89 ans,0
2006,30-39 ans,90 ans ou plus,0
2006,30-39 ans,Moins de 20 ans,0
2006,40-49 ans,20-29 ans,189
2006,40-49 ans,30-39 ans,2457
2006,40-49 ans,40-49 ans,4777
2006,40-49 ans,50-59 ans,517
2006,40-49 ans,60-69 ans,47
2006,40-49 ans,70-79 ans,7
2006,40-49 ans,80-89 ans,1
2006,40-49 ans,90 ans ou plus,1
2006,40-49 ans,Moins de 20 ans,0
2006,50-59 ans,20-29 ans,50
2006,50-59 ans,30-39 ans,394
2006,50-59 ans,40-49 ans,1919
2006,50-59 ans,50-59 ans,2046
2006,50-59 ans,60-69 ans,164
2006,50-59 ans,70-79 ans,7
2006,50-59 ans,80-89 ans,1
2006,50-59 ans,90 ans ou plus,0
2006,50-59 ans,Moins de 20 ans,0
2006,60-69 ans,20-29 ans,13
2006,60-69 ans,30-39 ans,88
2006,60-69 ans,40-49 ans,211
2006,60-69 ans,50-59 ans,578
2006,60-69 ans,60-69 ans,556
2006,60-69 ans,70-79 ans,26
2006,60-69 ans,80-89 ans,1
2006,60-69 ans,90 ans ou plus,0
2006,60-69 ans,Moins de 20 ans,0
2006,70-79 ans,20-29 ans,3
2006,70-79 ans,30-39 ans,7
2006,70-79 ans,40-49 ans,29
2006,70-79 ans,50-59 ans,36
2006,70-79 ans,60-69 ans,103
2006,70-79 ans,70-79 ans,58
2006,70-79 ans,80-89 ans,1
2006,70-79 ans,90 ans ou plus,0
2006,70-79 ans,Moins de 20 ans,0
2006,80-89 ans,20-29 ans,0
2006,80-89 ans,30-39 ans,0
2006,80-89 ans,40-49 ans,4
2006,80-89 ans,50-59 ans,3
2006,80-89 ans,60-69 ans,10
2006,80-89 ans,70-79 ans,8
2006,80-89 ans,80-89 ans,7
2006,80-89 ans,90 ans ou plus,0
2006,80-89 ans,Moins de 20 ans,0
2006,90 ans ou plus,20-29 ans,0
2006,90 ans ou plus,30-39 ans,0
2006,90 ans ou plus,40-49 ans,1
2006,90 ans ou plus,50-59 ans,1
2006,90 ans ou plus,60-69 ans,0
2006,90 ans ou plus,70-79 ans,0
2006,90 ans ou plus,80-89 ans,1
2006,90 ans ou plus,90 ans ou plus,0
2006,90 ans ou plus,Moins de 20 ans,0
2006,Moins de 20 ans,20-29 ans,0
2006,Moins de 20 ans,30-39 ans,0
2006,Moins de 20 ans,40-49 ans,0
2006,Moins de 20 ans,50-59 ans,0
2006,Moins de 20 ans,60-69 ans,0
2006,Moins de 20 ans,70-79 ans,0
2006,Moins de 20 ans,80-89 ans,0
2006,Moins de 20 ans,90 ans ou plus,0
2006,Moins de 20 ans,Moins de 20 ans,0
2007,20-29 ans,20-29 ans,668
2007,20-29 ans,30-39 ans,256
2007,20-29 ans,40-49 ans,60
2007,20-29 ans,50-59 ans,23
2007,20-29 ans,60-69 ans,6
2007,20-29 ans,70-79 ans,2
2007,20-29 ans,80-89 ans,0
2007,20-29 ans,90 ans ou plus,0
2007,20-29 ans,Moins de 20 ans,2
2007,30-39 ans,20-29 ans,913
2007,30-39 ans,30-39 ans,3211
2007,30-39 ans,40-49 ans,833
2007,30-39 ans,50-59 ans,190
2007,30-39 ans,60-69 ans,33
2007,30-39 ans,70-79 ans,1
2007,30-39 ans,80-89 ans,0
2007,30-39 ans,90 ans ou plus,0
2007,30-39 ans,Moins de 20 ans,0
2007,40-49 ans,20-29 ans,182
2007,40-49 ans,30-39 ans,2187
2007,40-49 ans,40-49 ans,4438
2007,40-49 ans,50-59 ans,530
2007,40-49 ans,60-69 ans,48
2007,40-49 ans,70-79 ans,4
2007,40-49 ans,80-89 ans,0
2007,40-49 ans,90 ans ou plus,0
2007,40-49 ans,Moins de 20 ans,0
2007,50-59 ans,20-29 ans,52
2007,50-59 ans,30-39 ans,380
2007,50-59 ans,40-49 ans,1853
2007,50-59 ans,50-59 ans,2041
2007,50-59 ans,60-69 ans,161
2007,50-59 ans,70-79 ans,3
2007,50-59 ans,80-89 ans,1
2007,50-59 ans,90 ans ou plus,0
2007,50-59 ans,Moins de 20 ans,0
2007,60-69 ans,20-29 ans,10
2007,60-69 ans,30-39 ans,67
2007,60-69 ans,40-49 ans,255
2007,60-69 ans,50-59 ans,599
2007,60-69 ans,60-69 ans,551
2007,60-69 ans,70-79 ans,34
2007,60-69 ans,80-89 ans,1
2007,60-69 ans,90 ans ou plus,0
2007,60-69 ans,Moins de 20 ans,0
2007,70-79 ans,20-29 ans,2
2007,70-79 ans,30-39 ans,8
2007,70-79 ans,40-49 ans,29
2007,70-79 ans,50-59 ans,46
2007,70-79 ans,60-69 ans,97
2007,70-79 ans,70-79 ans,63
2007,70-79 ans,80-89 ans,4
2007,70-79 ans,90 ans ou plus,0
2007,70-79 ans,Moins de 20 ans,0
2007,80-89 ans,20-29 ans,0
2007,80-89 ans,30-39 ans,3
2007,80-89 ans,40-49 ans,4
2007,80-89 ans,50-59 ans,2
2007,80-89 ans,60-69 ans,12
2007,80-89 ans,70-79 ans,10
2007,80-89 ans,80-89 ans,4
2007,80-89 ans,90 ans ou plus,0
2007,80-89 ans,Moins de 20 ans,0
2007,90 ans ou plus,20-29 ans,0
2007,90 ans ou plus,30-39 ans,0
2007,90 ans ou plus,40-49 ans,0
2007,90 ans ou plus,50-59 ans,0
2007,90 ans ou plus,60-69 ans,0
2007,90 ans ou plus,70-79 ans,0
2007,90 ans ou plus,80-89 ans,1
2007,90 ans ou plus,90 ans ou plus,1
2007,90 ans ou plus,Moins de 20 ans,0
2007,Moins de 20 ans,20-29 ans,1
2007,Moins de 20 ans,30-39 ans,0
2007,Moins de 20 ans,40-49 ans,0
2007,Moins de 20 ans,50-59 ans,0
2007,Moins de 20 ans,60-69 ans,0
2007,Moins de 20 ans,70-79 ans,0
2007,Moins de 20 ans,80-89 ans,0
2007,Moins de 20 ans,90 ans ou plus,0
2007,Moins de 20 ans,Moins de 20 ans,0
2008,20-29 ans,20-29 ans,660
2008,20-29 ans,30-39 ans,227
2008,20-29 ans,40-49 ans,55
2008,20-29 ans,50-59 ans,23
2008,20-29 ans,60-69 ans,2
2008,20-29 ans,70-79 ans,1
2008,20-29 ans,80-89 ans,0
2008,20-29 ans,90 ans ou plus,0
2008,20-29 ans,Moins de 20 ans,5
2008,30-39 ans,20-29 ans,914
2008,30-39 ans,30-39 ans,3009
2008,30-39 ans,40-49 ans,805
2008,30-39 ans,50-59 ans,165
2008,30-39 ans,60-69 ans,41
2008,30-39 ans,70-79 ans,5
2008,30-39 ans,80-89 ans,0
2008,30-39 ans,90 ans ou plus,0
2008,30-39 ans,Moins de 20 ans,0
2008,40-49 ans,20-29 ans,192
2008,40-49 ans,30-39 ans,2131
2008,40-49 ans,40-49 ans,4473
2008,40-49 ans,50-59 ans,514
2008,40-49 ans,60-69 ans,52
2008,40-49 ans,70-79 ans,3
2008,40-49 ans,80-89 ans,1
2008,40-49 ans,90 ans ou plus,0
2008,40-49 ans,Moins de 20 ans,0
2008,50-59 ans,20-29 ans,46
2008,50-59 ans,30-39 ans,394
2008,50-59 ans,40-49 ans,1857
2008,50-59 ans,50-59 ans,1963
2008,50-59 ans,60-69 ans,170
2008,50-59 ans,70-79 ans,5
2008,50-59 ans,80-89 ans,0
2008,50-59 ans,90 ans ou plus,0
2008,50-59 ans,Moins de 20 ans,0
2008,60-69 ans,20-29 ans,13
2008,60-69 ans,30-39 ans,116
2008,60-69 ans,40-49 ans,221
2008,60-69 ans,50-59 ans,589
2008,60-69 ans,60-69 ans,623
2008,60-69 ans,70-79 ans,24
2008,60-69 ans,80-89 ans,0
2008,60-69 ans,90 ans ou plus,0
2008,60-69 ans,Moins de 20 ans,0
2008,70-79 ans,20-29 ans,2
2008,70-79 ans,30-39 ans,17
2008,70-79 ans,40-49 ans,25
2008,70-79 ans,50-59 ans,43
2008,70-79 ans,60-69 ans,121
2008,70-79 ans,70-79 ans,63
2008,70-79 ans,80-89 ans,6
2008,70-79 ans,90 ans ou plus,0
2008,70-79 ans,Moins de 20 ans,0
2008,80-89 ans,20-29 ans,0
2008,80-89 ans,30-39 ans,1
2008,80-89 ans,40-49 ans,5
2008,80-89 ans,50-59 ans,3
2008,80-89 ans,60-69 ans,16
2008,80-89 ans,70-79 ans,7
2008,80-89 ans,80-89 ans,3
2008,80-89 ans,90 ans ou plus,0
2008,80-89 ans,Moins de 20 ans,0
2008,90 ans ou plus,20-29 ans,0
2008,90 ans ou plus,30-39 ans,0
2008,90 ans ou plus,40-49 ans,1
2008,90 ans ou plus,50-59 ans,0
2008,90 ans ou plus,60-69 ans,0
2008,90 ans ou plus,70-79 ans,0
2008,90 ans ou plus,80-89 ans,0
2008,90 ans ou plus,90 ans ou plus,0
2008,90 ans ou plus,Moins de 20 ans,0
2008,Moins de 20 ans,20-29 ans,1
2008,Moins de 20 ans,30-39 ans,0
2008,Moins de 20 ans,40-49 ans,0
2008,Moins de 20 ans,50-59 ans,0
2008,Moins de 20 ans,60-69 ans,0
2008,Moins de 20 ans,70-79 ans,0
2008,Moins de 20 ans,80-89 ans,0
2008,Moins de 20 ans,90 ans ou plus,0
2008,Moins de 20 ans,Moins de 20 ans,0
2009,20-29 ans,20-29 ans,667
2009,20-29 ans,30-39 ans,228
2009,20-29 ans,40-49 ans,71
2009,20-29 ans,50-59 ans,23
2009,20-29 ans,60-69 ans,4
2009,20-29 ans,70-79 ans,1
2009,20-29 ans,80-89 ans,0
2009,20-29 ans,90 ans ou plus,0
2009,20-29 ans,Moins de 20 ans,0
2009,30-39 ans,20-29 ans,915
2009,30-39 ans,30-39 ans,2932
2009,30-39 ans,40-49 ans,823
2009,30-39 ans,50-59 ans,215
2009,30-39 ans,60-69 ans,40
2009,30-39 ans,70-79 ans,6
2009,30-39 ans,80-89 ans,0
2009,30-39 ans,90 ans ou plus,0
2009,30-39 ans,Moins de 20 ans,0
2009,40-49 ans,20-29 ans,161
2009,40-49 ans,30-39 ans,2000
2009,40-49 ans,40-49 ans,4249
2009,40-49 ans,50-59 ans,557
2009,40-49 ans,60-69 ans,68
2009,40-49 ans,70-79 ans,8
2009,40-49 ans,80-89 ans,1
2009,40-49 ans,90 ans ou plus,0
2009,40-49 ans,Moins de 20 ans,0
2009,50-59 ans,20-29 ans,57
2009,50-59 ans,30-39 ans,392
2009,50-59 ans,40-49 ans,1810
2009,50-59 ans,50-59 ans,1997
2009,50-59 ans,60-69 ans,136
2009,50-59 ans,70-79 ans,2
2009,50-59 ans,80-89 ans,1
2009,50-59 ans,90 ans ou plus,0
2009,50-59 ans,Moins de 20 ans,0
2009,60-69 ans,20-29 ans,11
2009,60-69 ans,30-39 ans,70
2009,60-69 ans,40-49 ans,264
2009,60-69 ans,50-59 ans,664
2009,60-69 ans,60-69 ans,610
2009,60-69 ans,70-79 ans,38
2009,60-69 ans,80-89 ans,3
2009,60-69 ans,90 ans ou plus,0
2009,60-69 ans,Moins de 20 ans,0
2009,70-79 ans,20-29 ans,4
2009,70-79 ans,30-39 ans,17
2009,70-79 ans,40-49 ans,25
2009,70-79 ans,50-59 ans,46
2009,70-79 ans,60-69 ans,109
2009,70-79 ans,70-79 ans,62
2009,70-79 ans,80-89 ans,4
